sample_id,scenario_type,target_parent_asin,candidate_count_turn_1,recommendation_count_turn_1,ask_attribute_turn_1,recommendations_turn_1,target_survives_turn_1,intent_epoch_turn_1,hit,first_hit_turn,best_rank,actually_reached_turn_10,surviving_parent_asins_turn_10,exactly_10_survivors_turn_10,at_most_10_survivors_turn_10,candidate_count_turn_2,recommendation_count_turn_2,ask_attribute_turn_2,recommendations_turn_2,target_survives_turn_2,intent_epoch_turn_2,candidate_count_turn_3,recommendation_count_turn_3,ask_attribute_turn_3,recommendations_turn_3,target_survives_turn_3,intent_epoch_turn_3,candidate_count_turn_4,recommendation_count_turn_4,ask_attribute_turn_4,recommendations_turn_4,target_survives_turn_4,intent_epoch_turn_4,candidate_count_turn_5,recommendation_count_turn_5,ask_attribute_turn_5,recommendations_turn_5,target_survives_turn_5,intent_epoch_turn_5,candidate_count_turn_6,recommendation_count_turn_6,ask_attribute_turn_6,recommendations_turn_6,target_survives_turn_6,intent_epoch_turn_6,candidate_count_turn_7,recommendation_count_turn_7,ask_attribute_turn_7,recommendations_turn_7,target_survives_turn_7,intent_epoch_turn_7,candidate_count_turn_8,recommendation_count_turn_8,ask_attribute_turn_8,recommendations_turn_8,target_survives_turn_8,intent_epoch_turn_8,candidate_count_turn_9,recommendation_count_turn_9,ask_attribute_turn_9,recommendations_turn_9,target_survives_turn_9,intent_epoch_turn_9,candidate_count_turn_10,recommendation_count_turn_10,ask_attribute_turn_10,recommendations_turn_10,target_survives_turn_10,intent_epoch_turn_10
public_0046,intent_override,B0B42PVX1F,1,1,,B0B42PVX1F,True,0,True,4,1,False,2,False,True,1,1,,B0B42PVX1F,True,0,1,1,,B0B42PVX1F,True,0,2,2,,B0B42PVX1F;B078GDJJH3,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0047,browsing,B0BYZX7B1L,33,10,other,B07BWDJ7FF;B0BYTB43KT;B08FJFZKXZ;B08RD8CX5F;B0B7H2PZZJ;B08JCTTVLG;B089374PMD;B077XY5KVH;B08P51DJ6X;B00PG84H9G,True,0,True,2,1,False,1,False,True,1,1,,B0BYZX7B1L,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0048,browsing,B00VQBMJUQ,28,10,other,B07ZN8DS72;B07GQ6M3P5;B00CCQ779M;B09KMVDLV6;B01NA8A3UW;B01GIINAP4;B0819CN25R;B0995GRFQD;B0047ILGWM;B01IYGK3P8,True,0,True,2,2,False,8,False,True,8,8,,B009RBI23A;B00VQBMJUQ;B006TNHI6G;B003V4B9BQ;B0047ILGWM;B010Q0VDZ4;B00VUWDBQM;B0777S4HDN,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0049,browsing,B08G4WVYLJ,665,10,feature,B07BFT1Q8G;B002HJ21TK;B089WBHSNC;B085L3NL16;B07F8V5YDK;B00LLNKFDW;B093X19RH4;B07F8ZFMHB;B01H7835O0;B077KFN2NL,True,0,True,3,1,False,6,False,True,298,10,other,B00Q7558N6;B07F8V5YDK;B00B29XFKU;B07F8ZFMHB;B002HJ21TK;B07Q9PNNB5;B00QTJVOBA;B079ZBZ7H7;B08MV2Y8BV;B07DR78Q33,True,0,6,6,,B08G4WVYLJ;B004N639Z0;B07PFD9D7M;B08CCZBPHB;B00K0LTUXW;B07XB7GBS3,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0050,boundary,B07BYR6T7W,47,10,feature,B015A3JX2C;B09C1D9WJ1;B07DKLRG6Q;B004ZCZ068;B009ZNBRBY;B08W5BGMKH;B06VYDSYXB;B081JH8ZX2;B0016CPKBA;B07MDBMXZQ,True,0,True,3,4,False,17,False,False,47,10,other,B004ZCZ068;B015A3JX2C;B08W5BGMKH;B007KJ62NI;B01LB47O7U;B08YJ9W4T4;B07N9DDRTR;B00B0DJJ9O;B0041D9P12;B07DKLRG6Q,True,0,17,10,color,B007KJ62NI;B00B0DJJ9O;B00MAGO2W4;B07BYR6T7W;B006S4RCT4;B081JH8ZX2;B00B9Q3CO0;B0016CPKBA;B07DKLRG6Q;B06VYDSYXB,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0051,browsing,B07N1624C5,342,10,other,B08Y8Z2HJ6;B07LHMF6FP;B015QSA3XE;B00IOT39RA;B074WDWSMT;B08CVQNK5T;B018TJC99I;B00I8QWWG8;B0BLBFQ9BG;B09PH72JM2,True,0,True,2,1,False,1,False,True,1,1,,B07N1624C5,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0052,intent_override,B09G2ZNZY4,88,10,other,B010G9EDTS;B084177K12;B06VWPYPP5;B07X576P6L;B07JMMP5V4;B07MFRSDDK;B00QT8LUOM;B07W7X9SSR;B06Y45LVCS;B07YQFSX66,True,0,True,5,1,False,3,False,True,2,2,,B08CZ9TVQT;B09G2ZNZY4,True,0,232,10,material,B0991RZZKR;B09HBZPYJB;B074Z6BT18;B079QY8LW3;B093KV7LP1;B01EM470LQ;B09JT1T7GJ;B07FLVJ2MW;B08DTKVZD4;B08G8DS1R3,True,1,232,10,feature,B074Z6BT18;B08DTKVZD4;B08G8DS1R3;B07MX7VK2V;B09HBZPYJB;B07HFBCS6S;B093KV7LP1;B07FKHVNY6;B07DXNLGR8;B0991RZZKR,True,1,3,3,,B09G2ZNZY4;B075YDLHCJ;B07MKBYVK6,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0053,buying,B07TZK3GZK,6,6,,B01DKXULIO;B08KWQR9YN;B07TZK3GZK;B07W4PP3M9;B00Z91DYPI;B07ZR88YLW,True,0,True,1,3,False,6,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0054,buying,B08PP1ZJQ5,101,10,other,B08G81SR12;B08PP1ZJQ5;B08G8FY295;B09BM44G6N;B07TRMX52P;B09NRX1NLZ;B0B3J3726S;B082P7RP63;B07KRGX1ZD;B074SVJ8QT,True,0,True,1,2,False,101,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0055,browsing,B0C1TDJ9HZ,283,10,feature,B0BBZ315JR;B001C16OXI;B00EM67A42;B07T5Q7G8R;B01J3IF93C;B081FK41NY;B000H76YK6;B004SGJAGC;B07KYYMVPN;B0814CS8MN,True,0,True,2,1,False,1,False,True,1,1,,B0C1TDJ9HZ,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0056,browsing,B0B2RF64YD,1354,10,feature,B00H4MYKUS;B00UY06MFI;B016OT9D3K;B013D9P748;B07BFL9K3C;B00HLSVB66;B09WJX4T4L;B002CMLPNA;B07C29ND8N;B00M36PUYA,True,0,True,2,1,False,17,False,False,17,10,material,B0B2RF64YD;B07KB1ZLPR;B07KCFS4VC;B082X1P58X;B07DK55LK5;B07HJ8YS8Z;B08F7THD5J;B07K9DTL5C;B077TZT4ZG;B06XV37JPX,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0057,browsing,B085RX192V,283,10,feature,B0BBZ315JR;B001C16OXI;B00EM67A42;B07T5Q7G8R;B01J3IF93C;B081FK41NY;B000H76YK6;B004SGJAGC;B07KYYMVPN;B0814CS8MN,True,0,True,2,5,False,8,False,True,8,8,,B01HQAYO8K;B010WFEKYE;B010WFUIOK;B0014C40B8;B085RX192V;B010WFUUXO;B01A6LZQ60;B01A6LZT26,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0058,buying,B08L83YQTZ,27,10,other,B07J9JCNJD;B07FCCNNYH;B07TD4GFS5;B07TGGTKYL;B089QYV4SD;B07K46GBFM;B08L83YQTZ;B075FL65WP;B08GCH6PHB;B0871R9JDP,True,0,True,1,7,False,27,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0059,browsing,B01H6DGA16,27,10,other,B07J9PWJJ4;B083SC32KL;B09JRTH188;B09NFNHCXS;B07XBXZ83S;B071WWFBC6;B07D4FQM2K;B09N9WRSFD;B09PMPGNVP;B01M5KP184,True,0,True,2,1,False,1,False,True,1,1,,B01H6DGA16,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0060,browsing,B08R61K9B9,68,10,other,B08R61K9B9;B07P15RSD6;B07NPGSJ8Z;B082YRGKHW;B0156YEPZ0;B0BXX4XSN4;B074X7S7GZ;B0861BHRN1;B01M3QHEL7;B09KS6G93P,True,0,True,1,1,False,68,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0061,buying,B08HCP9YTV,1,1,,B08HCP9YTV,True,0,True,1,1,False,1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0062,browsing,B015K51VPM,66,10,other,B076HNNXQ3;B00K8J06BQ;B09HTQD6R7;B01LS9JDZE;B075JH1T5W;B01N230VY5;B01LFLYTGS;B07THZP2X2;B07TJXMWJH;B071L23YM4,True,0,True,2,2,False,2,False,True,2,2,,B078JGR1S6;B015K51VPM,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0063,browsing,B09MKL5TBK,54,10,other,B07ZY8TXMS;B00C6FIM0C;B09W5ZWL5V;B00HNYXPQW;B01N58PG9I;B09VL1SBKN;B097LQP2V4;B07DD5QGQ7;B073BNW3PH;B07QXX7YLN,True,0,True,2,1,False,1,False,True,1,1,,B09MKL5TBK,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0064,intent_override,B019DU687Q,34,10,other,B00JTF6ZQK;B01EUWF92M;B08HCVH3ZR;B07CMZX48D;B01AOWY072;B082NKPBC1;B07KKFY6SF;B07S5Q9MJP;B08NZGBBPY;B019DU6AL0,True,0,True,4,7,False,26,False,False,1,1,,B019DU687Q,True,0,1,1,,B019DU687Q,True,0,26,10,material,B08XP1G6QS;B00H7MW1LU;B08NZGBBPY;B0798TR9J9;B07BKQ9DT4;B07Z3P2C5W;B019DU687Q;B019DU6AL0;B0B9B3KPS8;B08DQZQ7WP,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0065,buying,B0BSQ9TCYC,3,3,,B0BSQ9TCYC;B07N8SGDV8;B074BMLZTL,True,0,True,1,1,False,3,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0066,buying,B0BFLFSB2Y,67,10,other,B09YY1GTB3;B0BFLFSB2Y;B0752XJX83;B07RB18Q5T;B09X6K67M9;B07YCKDPFX;B0935PL54L;B072QX5LLH;B07PMMB284;B088K4GVX1,True,0,True,1,2,False,67,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0067,buying,B09G9BXJZM,22,10,other,B0B7BR44DR;B09G9BXJZM;B07JZ6WW8N;B08CMMPJGN;B00DPDONTI;B0851QQZZH;B0751SRBVF;B0751SRBWS;B07RKRQPRP;B01FO3KKRU,True,0,True,1,2,False,22,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0068,intent_override,B08SH8GF6K,1,1,,B08SH8GF6K,True,0,True,4,1,False,1,False,True,1,1,,B08SH8GF6K,True,0,103,10,other,B09128JC1H;B08THDPQG8;B08LHBTSD2;B0B1DQP56F;B0BQ5B2ZXF;B08R5ZY4W5;B07GWQ8BG1;B09TRVP7S1;B08R64GJ6Y;B01J2Q2RC6,True,1,1,1,,B08SH8GF6K,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0069,browsing,B07ZFBQ76H,503,10,other,B000AXYEA4;B079B3N3H3;B083SDLMWT;B09NBBPDLJ;B00UL4XK34;B07DGW6RLD;B08B4B5C4L;B0013JKP52;B007GC2Y4U;B00MWA61CC,True,0,True,3,1,False,1,False,True,503,10,feature,B007JXYONA;B007Q1EHPK;B01LBW3L2Y;B08B833J56;B08HSWMMKD;B00UL4XK34;B08BFDQM3X;B000QSQC6C;B082G88XZ7;B079B3N3H3,True,0,1,1,,B07ZFBQ76H,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0070,browsing,B010LVBVKA,13,10,feature,B08T9XMHM7;B010LVBVKA;B000R4JP7S;B004WYQA7W;B011O8L190;B00O1FFXH0;B074DQK589;B007XAI2JG;B076Q4429C;B017DNFIBW,True,0,True,1,2,False,13,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0071,intent_override,B06XRFSDL4,99,10,other,B01N7F6XY2;B07GPSYDPY;B08DRLJ8YN;B0BKK1G46R;B082P7RP63;B08JYT91T8;B07X3CX1C3;B09JG9X6LF;B0C582Z9PV;B09MMRCQSS,True,0,True,4,3,False,135,False,False,1,1,,B06XRFSDL4,True,0,1,1,,B06XRFSDL4,True,0,135,10,material,B07FLX7CRN;B07H4LBDCS;B06XRFSDL4;B07RP71WXG;B07TXDSMDW;B07HRFTY87;B0757F8RJ2;B075Q54YPL;B07H2MMMR3;B0BTZZZWX7,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0072,intent_override,B09JG4V9ZR,2,2,,B09JG4V9ZR;B07GGLPKN7,True,0,True,3,1,False,1,False,True,2,2,,B09JG4V9ZR;B07GGLPKN7,True,0,1,1,,B09JG4V9ZR,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0073,browsing,B07QPM54V7,769,10,other,B007G3LTYU;B018GUB2LG;B07MH2XK2D;B07K53KM6F;B01GCIZ6PM;B09NR9DVX4;B098251TWN;B07S8H2Q4L;B07YGQ2373;B00L0SPVF0,True,0,True,2,1,False,1,False,True,1,1,,B07QPM54V7,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0074,browsing,B07N15QTKC,342,10,other,B08Y8Z2HJ6;B07LHMF6FP;B015QSA3XE;B00IOT39RA;B074WDWSMT;B08CVQNK5T;B018TJC99I;B00I8QWWG8;B0BLBFQ9BG;B09PH72JM2,True,0,True,2,1,False,2,False,True,2,2,,B07N15QTKC;B0BQ5B2ZXF,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0075,browsing,B08L13LJ5M,258,10,feature,B0115SZU6Y;B0722ZQR54;B0BN69RSTD;B09PK48V7Y;B07LGRDWPN;B08QTVVRW3;B08T6DHVGZ;B07B8R1CDS;B081CM34LK;B00DCYEJFI,True,0,True,2,5,False,18,False,False,18,10,other,B08T6DHVGZ;B076GQ4P5X;B07NZ4YQ3F;B08TWV2QCN;B08L13LJ5M;B0C2TZXDNP;B081CM34LK;B07B8R1CDS;B08J78XZHT;B075YSHVNP,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0076,browsing,B07XT6PLTB,64,10,other,B0BMQPVBZH;B07RDMQRDL;B099ZF6TJ2;B00XED0VGS;B09J1BYL98;B09HNWB1X8;B07XC3BKW9;B07NW1L9TR;B08JPV5NWY;B081YW2D3N,True,0,True,2,8,False,8,False,True,8,8,,B07BPBR7ZS;B07FHF73YF;B07DNXYK7D;B07DW2THB1;B079786GXZ;B079JLLMTY;B07FMWFLJH;B07XT6PLTB,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0077,browsing,B077JDSZ27,4,4,,B08M5NTK64;B077JDSZ27;B00B1AHBIC;B004ZWG0XU,True,0,True,1,2,False,4,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0078,intent_override,B0C5RLJDSF,8,8,,B0C5RLJDSF;B082PKZ7DP;B06WGR9JTP;B0853XV3HR;B09Z34PD75;B0868VHGDC;B00B2Q9U4S;B09GBKLMQV,True,0,True,3,3,False,23,False,False,8,8,,B0C5RLJDSF;B082PKZ7DP;B06WGR9JTP;B0853XV3HR;B09Z34PD75;B0868VHGDC;B00B2Q9U4S;B09GBKLMQV,True,0,23,10,other,B0722MNYSM;B0C7SMTSMT;B0C5RLJDSF;B0B39BGPX6;B095WGCF79;B07XH1PJY3;B087WTFBWH;B0853XV3HR;B082PKZ7DP;B08664M5ZF,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0079,browsing,B0BFRMX3JG,44,10,other,B07GYRBLKS;B07ZPVTZ8C;B077XYDD1G;B073WMB67P;B07WT12KFQ;B08H4XXVR5;B08SBRYSDS;B08MVTZ8H5;B07G85B33M;B01M03UHYC,True,0,True,2,1,False,2,False,True,2,2,,B0BFRMX3JG;B0BLWGPKVH,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0080,intent_override,B0BPRQY4CF,67,10,other,B008AYAONG;B00BJBHXF4;B00T2893QI;B06Y1WX9FM;B0BPRQY4CF;B07PW4T128;B076K8QHTV;B07JLTBR3K;B01N19VS3S;B07X1KDWR8,True,0,True,5,2,False,26,False,False,5,5,,B0BPRQY4CF;B07PW4T128;B07HJDBN4L;B076K8QHTV;B00HUOI15A,True,0,5,5,,B0BPRQY4CF;B07PW4T128;B07HJDBN4L;B076K8QHTV;B00HUOI15A,True,0,83,10,feature,B00LJO26Z8;B00D4EDQ5K;B079M3M2V4;B00FFCP99K;B07C3L3LTQ;B008LIOPTA;B008LK6G9K;B08YF33VMB;B00KCRZIYE;B08YY4DMS4,True,1,26,10,material,B07HJDBN4L;B0BPRQY4CF;B076K8QHTV;B07NKBP6V4;B07JYFGHVT;B0BQ4YT2VX;B0009IJO8M;B07PW4T128;B00KTXKSRI;B00YQ54F10,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0081,browsing,B0BSS36XCS,46,10,feature,B07HYJZKW4;B09Z8RQYF7;B075WRHFFW;B06ZYBR3GC;B07FHZ5VGS;B00KDC6VVW;B00LUIB2V2;B00L10BT3A;B07DQSWHWN;B00YBBN9B6,True,0,True,2,1,False,7,False,True,7,7,,B0BSS36XCS;B09TJR8FN9;B00W57TS6S;B0149B4YHK;B07NCS6DTX;B07FHZ5VGS;B01LWYIHJE,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0082,buying,B09BPZCWDP,1,1,,B09BPZCWDP,True,0,True,1,1,False,1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0083,buying,B0BPMCJ1RD,317,10,other,B082SXK2WL;B0C9QZMCG7;B009DMDE3G;B09B57MHMM;B08H5R7P2D;B07H1C5MVN;B073XVWL6L;B099DWNZWD;B09KKTSCH2;B09H2HLZ7J,True,0,False,,,True,54,False,False,54,10,color,B08H5R7P2D;B081VC8KJR;B07T7KVQT4;B0BHSP3BR7;B072C3683J;B087SD826F;B081KQY9GT;B008MBMO5S;B0BK944NF4;B07JKR9YK1,True,0,54,10,size,B08H5R7P2D;B081VC8KJR;B07T7KVQT4;B0BHSP3BR7;B072C3683J;B087SD826F;B081KQY9GT;B008MBMO5S;B0BK944NF4;B07JKR9YK1,True,0,54,10,budget,B08H5R7P2D;B07T7KVQT4;B087SD826F;B072C3683J;B0762R5YZM;B081KQY9GT;B0BK944NF4;B07JKR9YK1;B0B1MYKJBB;B008MBMO5S,True,0,54,10,brand,B08H5R7P2D;B07T7KVQT4;B087SD826F;B072C3683J;B0762R5YZM;B081KQY9GT;B0BK944NF4;B07JKR9YK1;B0B1MYKJBB;B008MBMO5S,True,0,54,10,,B08H5R7P2D;B07T7KVQT4;B087SD826F;B072C3683J;B0762R5YZM;B081KQY9GT;B0BK944NF4;B07JKR9YK1;B0B1MYKJBB;B008MBMO5S,True,0,54,10,,B0762R5YZM;B07BTM7RR5;B07L1M6YHD;B0B1MYKJBB;B0B2JPRDMG;B077KSK21S;B09X2KV5ZW;B07T7KVQT4;B08FKWC9XR;B07YLZLPMQ,True,0,54,10,,B0762R5YZM;B07BTM7RR5;B07L1M6YHD;B0B1MYKJBB;B0B2JPRDMG;B077KSK21S;B09X2KV5ZW;B07T7KVQT4;B08FKWC9XR;B07YLZLPMQ,True,0,54,10,,B0762R5YZM;B07BTM7RR5;B07L1M6YHD;B0B1MYKJBB;B0B2JPRDMG;B077KSK21S;B09X2KV5ZW;B07T7KVQT4;B08FKWC9XR;B07YLZLPMQ,True,0,54,10,,B0762R5YZM;B07BTM7RR5;B07L1M6YHD;B0B1MYKJBB;B0B2JPRDMG;B077KSK21S;B09X2KV5ZW;B07T7KVQT4;B08FKWC9XR;B07YLZLPMQ,True,0
public_0084,intent_override,B08WKZNFG2,8,8,,B01IC51E4K;B001FOR2DS;B00NFDCLEC;B008C1X9QG;B0062ODJ10;B016KJE6FE;B00JW0AYXW;B08WKZNFG2,True,0,True,5,1,False,1,False,True,8,8,,B01IC51E4K;B001FOR2DS;B00NFDCLEC;B008C1X9QG;B0062ODJ10;B016KJE6FE;B00JW0AYXW;B08WKZNFG2,True,0,8,8,,B01IC51E4K;B001FOR2DS;B00NFDCLEC;B008C1X9QG;B0062ODJ10;B016KJE6FE;B00JW0AYXW;B08WKZNFG2,True,0,12,10,other,B00DCYEJFI;B07PJZ193K;B07PHPPMFW;B0B71T4L93;B0BRVFND5P;B09ZYDW9K3;B07BP2J7MB;B07PDJW7PF;B07X5SPJT6;B071WRD4HY,True,1,1,1,,B08WKZNFG2,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0085,browsing,B0C3YJMRRD,190,10,feature,B09132PQ2N;B07WSNM7X9;B01NBCDIOX;B081SSBG6X;B0C623C7DZ;B08QPCK8HW;B072Z81QFT;B09YMTKQGL;B09KQ74TSF;B0B3S4Y25C,True,0,True,2,1,False,1,False,True,1,1,,B0C3YJMRRD,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0086,browsing,B07WN8N9Q7,538,10,other,B07TV276D3;B0943ZSRXM;B07H88B814;B000NGKAY2;B0B4W37CRS;B002FTP8LK;B01AIJLYXO;B0BC2JHB1N;B07C1Q7P9L;B07N589PNW,True,0,True,2,1,False,1,False,True,1,1,,B07WN8N9Q7,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0087,browsing,B0BT158RRR,288,10,other,B0BBV7FK69;B09WDNF6P6;B087Q619T2;B0B5587BJQ;B01CUS7BRO;B007TX96MY;B07TRNPDJ2;B01MQVS5J6;B09QPFYZXD;B07ZDF6525,True,0,False,,,True,47,False,False,117,10,feature,B07XHPVVCW;B09JG8V6P8;B00LNCECL2;B08DWLNBWD;B07PMV29LB;B08DSWWW7K;B00MLPDFL8;B0781FBSJK;B0749C523X;B081BD9J2T,True,0,47,10,use_case,B00LNCECL2;B08DWLNBWD;B08DSWWW7K;B00MLPDFL8;B00ED8UGFO;B07HMW2MKN;B07YGH6PQJ;B07T6PJYSG;B07NZ8NM7T;B07P4PG4XS,True,0,47,10,style,B00LNCECL2;B08DWLNBWD;B08DSWWW7K;B00MLPDFL8;B07HMW2MKN;B00ED8UGFO;B07T6PJYSG;B07YGH6PQJ;B06XSLS8GP;B07QW6Z8S4,True,0,47,10,material,B00LNCECL2;B08DWLNBWD;B08DSWWW7K;B00MLPDFL8;B07HMW2MKN;B00ED8UGFO;B07T6PJYSG;B07YGH6PQJ;B06XSLS8GP;B07QW6Z8S4,True,0,47,10,size,B00LNCECL2;B08DWLNBWD;B08DSWWW7K;B00MLPDFL8;B07HMW2MKN;B00ED8UGFO;B07T6PJYSG;B07YGH6PQJ;B06XSLS8GP;B07QW6Z8S4,True,0,47,10,budget,B00LNCECL2;B07T6PJYSG;B08DWLNBWD;B08DSWWW7K;B07YGH6PQJ;B07HMW2MKN;B00MLPDFL8;B07P4PKRP3;B07YGGSXC7;B07NZ8NM7T,True,0,47,10,brand,B00LNCECL2;B07T6PJYSG;B08DWLNBWD;B08DSWWW7K;B07YGH6PQJ;B07HMW2MKN;B00MLPDFL8;B07P4PKRP3;B07YGGSXC7;B07NZ8NM7T,True,0,47,10,color,B00LNCECL2;B07T6PJYSG;B08DWLNBWD;B08DSWWW7K;B07YGH6PQJ;B07HMW2MKN;B00MLPDFL8;B07P4PKRP3;B07YGGSXC7;B07NZ8NM7T,True,0,47,10,,B00LNCECL2;B07T6PJYSG;B08DWLNBWD;B08DSWWW7K;B07YGH6PQJ;B07HMW2MKN;B00MLPDFL8;B07P4PKRP3;B07YGGSXC7;B07NZ8NM7T,True,0
public_0088,buying,B07Z6J5N6Y,15,10,other,B0BQC2NRG2;B07K21Z6BY;B07CH3VM3D;B00C3UPPLY;B004IYFT28;B07FD5ZWXC;B010S8DWNK;B010S8E3HO;B083D9V8W4;B07WKDW9P6,True,0,True,2,1,False,1,False,True,1,1,,B07Z6J5N6Y,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0089,intent_override,B0BXMCZLZV,1,1,,B0BXMCZLZV,True,0,True,3,3,False,10,True,True,1,1,,B0BXMCZLZV,True,0,10,10,,B004VM5WDI;B09XT5HRBD;B0BXMCZLZV;B077ZK6163;B07X2DQKTZ;B07TTR77FF;B008V1XNSG;B002B23SK4;B08BJS2JMQ;B08DRTD95Y,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0090,buying,B07MGR6D5M,1,1,,B07MGR6D5M,True,0,True,1,1,False,1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0091,browsing,B0C5XB43GG,112,10,other,B08Z6TFWJR;B07B3JSC58;B002IVUKIQ;B014Y3QQ8I;B07K5T7CK7;B017BQUW12;B095C3ZX6B;B001QTL5GC;B01LCRFKV8;B07L48WF5B,True,0,True,2,1,False,1,False,True,1,1,,B0C5XB43GG,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0092,browsing,B07FKNZC43,284,10,other,B07XGHXSHT;B09DYRGJMB;B09HHD3PRG;B08TWHZB5N;B08L5T396R;B07RGWNCZ9;B07N12F6LQ;B087CMYRLJ;B09WQPCJQ6;B087CY695Z,True,0,True,2,5,False,10,True,True,10,10,,B07N13M32R;B08LDKWB1F;B08GX2JLWL;B09M3YXM5G;B07FKNZC43;B08889Q88B;B08QJ5K69H;B08VVCJKPW;B096X9M1TT;B0C5MH6KT2,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0093,buying,B07PYB8F1G,32,10,other,B01LBFT5Q2;B0BKPTWKN4;B09CM4MF7M;B093STRF2L;B00008ID1A;B07WNH77B2;B07PYB8F1G;B0825XCKVW;B07VMXSM1Q;B01BOKOC80,True,0,True,1,7,False,32,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
