model,sample_id,scenario_type,hit,first_hit_turn,best_rank,reciprocal_rank,efficiency,technical_score_contribution
candidate,public_0014,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0015,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0016,browsing,True,2,6,0.16666666666666666,0.9,0.7300000000000001
candidate,public_0017,buying,True,2,2,0.5,0.9,0.8300000000000001
candidate,public_0018,buying,True,1,5,0.2,1.0,0.76
candidate,public_0019,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0020,buying,True,2,3,0.3333333333333333,0.9,0.78
candidate,public_0021,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0022,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0023,intent_override,True,5,1,1.0,0.6,0.92
candidate,public_0024,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0025,browsing,True,1,1,1.0,1.0,1.0
candidate,public_0026,buying,True,1,3,0.3333333333333333,1.0,0.8
candidate,public_0027,buying,True,2,2,0.5,0.9,0.8300000000000001
candidate,public_0028,buying,False,,,0.0,0.0,0.0
candidate,public_0029,buying,True,1,1,1.0,1.0,1.0
candidate,public_0030,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0031,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0032,buying,True,2,2,0.5,0.9,0.8300000000000001
candidate,public_0033,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0034,intent_override,True,6,1,1.0,0.5,0.9
candidate,public_0035,boundary,True,3,4,0.25,0.8,0.735
candidate,public_0036,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0037,browsing,True,2,2,0.5,0.9,0.8300000000000001
candidate,public_0038,intent_override,True,4,4,0.25,0.7,0.715
candidate,public_0039,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0040,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0041,boundary,True,3,1,1.0,0.8,0.9600000000000001
candidate,public_0042,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0043,browsing,True,2,2,0.5,0.9,0.8300000000000001
candidate,public_0044,buying,True,1,2,0.5,1.0,0.8500000000000001
candidate,public_0045,buying,True,2,5,0.2,0.9,0.7400000000000001
candidate,public_0046,intent_override,True,4,2,0.5,0.7,0.79
candidate,public_0047,browsing,True,1,10,0.1,1.0,0.73
candidate,public_0048,browsing,True,2,7,0.14285714285714285,0.9,0.7228571428571429
candidate,public_0049,browsing,True,3,5,0.2,0.8,0.7200000000000001
candidate,public_0050,boundary,True,3,7,0.14285714285714285,0.8,0.7028571428571428
candidate,public_0051,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0052,intent_override,True,5,2,0.5,0.6,0.77
candidate,public_0053,buying,True,1,4,0.25,1.0,0.7749999999999999
candidate,public_0054,buying,True,1,4,0.25,1.0,0.7749999999999999
candidate,public_0055,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0056,browsing,True,2,8,0.125,0.9,0.7175
candidate,public_0057,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0058,buying,True,2,7,0.14285714285714285,0.9,0.7228571428571429
candidate,public_0059,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0060,browsing,True,2,3,0.3333333333333333,0.9,0.78
candidate,public_0061,buying,True,1,1,1.0,1.0,1.0
candidate,public_0062,browsing,True,2,2,0.5,0.9,0.8300000000000001
candidate,public_0063,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0064,intent_override,True,4,8,0.125,0.7,0.6775
candidate,public_0065,buying,True,1,1,1.0,1.0,1.0
candidate,public_0066,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0067,buying,True,1,10,0.1,1.0,0.73
candidate,public_0068,intent_override,True,4,1,1.0,0.7,0.9400000000000001
candidate,public_0069,browsing,True,3,1,1.0,0.8,0.9600000000000001
candidate,public_0070,browsing,True,1,8,0.125,1.0,0.7375
candidate,public_0071,intent_override,True,6,6,0.16666666666666666,0.5,0.65
candidate,public_0072,intent_override,True,3,1,1.0,0.8,0.9600000000000001
candidate,public_0073,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0074,browsing,True,2,2,0.5,0.9,0.8300000000000001
candidate,public_0075,browsing,True,3,3,0.3333333333333333,0.8,0.76
candidate,public_0076,browsing,True,2,6,0.16666666666666666,0.9,0.7300000000000001
candidate,public_0077,browsing,True,1,4,0.25,1.0,0.7749999999999999
candidate,public_0078,intent_override,True,4,1,1.0,0.7,0.9400000000000001
candidate,public_0079,browsing,True,2,2,0.5,0.9,0.8300000000000001
candidate,public_0080,intent_override,False,,,0.0,0.0,0.0
candidate,public_0081,browsing,True,2,3,0.3333333333333333,0.9,0.78
candidate,public_0082,buying,True,1,1,1.0,1.0,1.0
candidate,public_0083,buying,False,,,0.0,0.0,0.0
candidate,public_0084,intent_override,True,4,8,0.125,0.7,0.6775
candidate,public_0085,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0086,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0087,browsing,True,3,1,1.0,0.8,0.9600000000000001
candidate,public_0088,buying,True,1,8,0.125,1.0,0.7375
candidate,public_0089,intent_override,True,3,6,0.16666666666666666,0.8,0.7100000000000001
candidate,public_0090,buying,True,1,1,1.0,1.0,1.0
candidate,public_0091,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0092,browsing,True,2,9,0.1111111111111111,0.9,0.7133333333333334
candidate,public_0093,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0094,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0095,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0096,intent_override,False,,,0.0,0.0,0.0
candidate,public_0097,buying,True,1,7,0.14285714285714285,1.0,0.7428571428571429
candidate,public_0098,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0099,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0100,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0101,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0102,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0103,intent_override,True,5,9,0.1111111111111111,0.6,0.6533333333333333
candidate,public_0104,boundary,True,3,1,1.0,0.8,0.9600000000000001
candidate,public_0105,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0106,buying,True,2,3,0.3333333333333333,0.9,0.78
candidate,public_0107,buying,True,1,4,0.25,1.0,0.7749999999999999
candidate,public_0108,buying,True,1,3,0.3333333333333333,1.0,0.8
candidate,public_0109,buying,True,1,7,0.14285714285714285,1.0,0.7428571428571429
candidate,public_0110,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0111,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0112,boundary,True,3,1,1.0,0.8,0.9600000000000001
candidate,public_0113,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0114,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0115,browsing,True,2,4,0.25,0.9,0.755
candidate,public_0116,buying,True,1,9,0.1111111111111111,1.0,0.7333333333333334
candidate,public_0117,buying,True,1,1,1.0,1.0,1.0
candidate,public_0118,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0119,buying,True,1,1,1.0,1.0,1.0
candidate,public_0120,browsing,True,2,2,0.5,0.9,0.8300000000000001
candidate,public_0121,browsing,True,2,2,0.5,0.9,0.8300000000000001
candidate,public_0122,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0123,intent_override,True,4,1,1.0,0.7,0.9400000000000001
candidate,public_0124,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0125,intent_override,True,4,6,0.16666666666666666,0.7,0.6900000000000001
candidate,public_0126,browsing,True,2,3,0.3333333333333333,0.9,0.78
candidate,public_0127,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0128,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0129,buying,True,1,4,0.25,1.0,0.7749999999999999
candidate,public_0130,intent_override,True,3,6,0.16666666666666666,0.8,0.7100000000000001
candidate,public_0131,boundary,True,3,2,0.5,0.8,0.81
candidate,public_0132,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0133,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0134,browsing,True,1,8,0.125,1.0,0.7375
candidate,public_0135,buying,True,1,2,0.5,1.0,0.8500000000000001
candidate,public_0136,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0137,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0138,browsing,True,2,7,0.14285714285714285,0.9,0.7228571428571429
candidate,public_0139,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0140,browsing,True,2,3,0.3333333333333333,0.9,0.78
candidate,public_0141,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0142,intent_override,True,5,1,1.0,0.6,0.92
candidate,public_0143,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0144,intent_override,True,6,7,0.14285714285714285,0.5,0.6428571428571428
candidate,public_0145,buying,True,2,3,0.3333333333333333,0.9,0.78
candidate,public_0146,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0147,browsing,True,1,3,0.3333333333333333,1.0,0.8
candidate,public_0148,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0149,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0150,browsing,True,2,3,0.3333333333333333,0.9,0.78
candidate,public_0151,browsing,True,2,2,0.5,0.9,0.8300000000000001
candidate,public_0152,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0153,browsing,True,2,3,0.3333333333333333,0.9,0.78
candidate,public_0154,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0155,buying,True,2,2,0.5,0.9,0.8300000000000001
candidate,public_0156,buying,True,1,1,1.0,1.0,1.0
candidate,public_0157,buying,True,1,3,0.3333333333333333,1.0,0.8
candidate,public_0158,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0159,buying,True,2,3,0.3333333333333333,0.9,0.78
candidate,public_0160,buying,True,1,4,0.25,1.0,0.7749999999999999
candidate,public_0161,buying,True,2,7,0.14285714285714285,0.9,0.7228571428571429
candidate,public_0162,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0163,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0164,browsing,True,3,5,0.2,0.8,0.7200000000000001
candidate,public_0165,buying,True,4,1,1.0,0.7,0.9400000000000001
candidate,public_0166,intent_override,True,4,1,1.0,0.7,0.9400000000000001
candidate,public_0167,browsing,True,2,2,0.5,0.9,0.8300000000000001
candidate,public_0168,buying,True,1,1,1.0,1.0,1.0
candidate,public_0169,boundary,True,3,1,1.0,0.8,0.9600000000000001
candidate,public_0170,browsing,True,2,2,0.5,0.9,0.8300000000000001
candidate,public_0171,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0172,browsing,True,2,10,0.1,0.9,0.7100000000000001
candidate,public_0173,browsing,True,2,10,0.1,0.9,0.7100000000000001
candidate,public_0174,buying,True,2,8,0.125,0.9,0.7175
candidate,public_0175,browsing,True,3,9,0.1111111111111111,0.8,0.6933333333333334
candidate,public_0176,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0177,intent_override,True,6,4,0.25,0.5,0.6749999999999999
candidate,public_0178,buying,True,2,5,0.2,0.9,0.7400000000000001
candidate,public_0179,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0180,boundary,True,3,1,1.0,0.8,0.9600000000000001
candidate,public_0181,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0182,browsing,True,1,9,0.1111111111111111,1.0,0.7333333333333334
candidate,public_0183,intent_override,True,4,5,0.2,0.7,0.7000000000000001
candidate,public_0184,browsing,True,2,2,0.5,0.9,0.8300000000000001
candidate,public_0185,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0186,intent_override,True,4,1,1.0,0.7,0.9400000000000001
candidate,public_0187,boundary,True,4,1,1.0,0.7,0.9400000000000001
candidate,public_0188,buying,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0189,buying,True,1,5,0.2,1.0,0.76
candidate,public_0190,buying,True,1,2,0.5,1.0,0.8500000000000001
candidate,public_0191,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0192,boundary,True,3,1,1.0,0.8,0.9600000000000001
candidate,public_0193,buying,True,1,4,0.25,1.0,0.7749999999999999
candidate,public_0194,buying,True,2,3,0.3333333333333333,0.9,0.78
candidate,public_0195,browsing,True,3,6,0.16666666666666666,0.8,0.7100000000000001
candidate,public_0196,browsing,True,2,1,1.0,0.9,0.9800000000000001
candidate,public_0197,intent_override,True,4,1,1.0,0.7,0.9400000000000001
candidate,public_0198,intent_override,True,5,1,1.0,0.6,0.92
candidate,public_0199,buying,True,2,6,0.16666666666666666,0.9,0.7300000000000001
candidate,public_0200,buying,True,1,1,1.0,1.0,1.0
