context_feature,item_feature,field_pair,positive_support,negative_support,learned_weight,absolute_weight
ctx:feature=fall in love— great jewelry ornaments to wear for parties and family gatherings; makes a wonderful gift for your loved ones on special occassions. these lovely statement pieces are,item:feature=lux accessories— a world leader in fashion accessories. our designs are like a lover at your side all the time. read our reviews! made with quality materials for a beautiful long l,feature×feature,30,288,0.01987994834780693,0.01987994834780693
ctx:category=shoes sneakers,item:color=color: blue,category×color,80,16704,-0.0198797807097435,0.0198797807097435
ctx:material=nylon,item:rating=3.0,material×rating,335,51680,0.0198797769844532,0.0198797769844532
ctx:material=polyester,item:brand=adidas originals,material×brand,30,227088,0.019879713654518127,0.019879713654518127
"ctx:feature=heel measures approximately 0.25""",item:price=missing,feature×price,56,504,-0.019879641011357307,0.019879641011357307
ctx:material=polyester,"item:material=polyester,cotton",material×material,590,227088,0.019879531115293503,0.019879531115293503
ctx:category=shoes mules & clogs,item:material=leather upper,category×material,24,14464,0.01987944357097149,0.01987944357097149
ctx:category=base layers & compression compression socks,item:material=nylon,category×material,48,832,-0.01987939327955246,0.01987939327955246
ctx:material=fabric,item:material=100% fabric or textile,material×material,105,81896,0.019879337400197983,0.019879337400197983
ctx:category=sandals slides,item:feature=polyurethane sole,category×feature,40,10048,0.0198792926967144,0.0198792926967144
ctx:category=necklaces pendant necklaces,item:color=color: blue,category×color,200,26944,-0.019879240542650223,0.019879240542650223
ctx:category=shoes & jewelry women,item:feature=hand wash only,category×feature,368,22848,-0.01987912505865097,0.01987912505865097
ctx:category=shoes flats,item:feature=100% manmade,category×feature,112,30464,0.01987902820110321,0.01987902820110321
ctx:category=rain & anoraks trench coats,item:feature=button closure,category×feature,56,1344,-0.01987895369529724,0.01987895369529724
ctx:category=shoes flats,item:brand=clarks,category×brand,160,30464,-0.019878942519426346,0.019878942519426346
ctx:category=sunglasses & eyewear accessories replacement sunglass lenses,item:color=color: green,category×color,24,3072,0.019878890365362167,0.019878890365362167
ctx:category=shoes & jewelry women,item:feature=made in usa,category×feature,48,22848,0.01987888664007187,0.01987888664007187
ctx:material=leather,item:color=color: grey,material×color,230,223968,0.019878868013620377,0.019878868013620377
ctx:category=athletic sport sandals & slides,item:price=missing,category×price,736,6528,-0.019878866150975227,0.019878866150975227
ctx:material=leather,item:style=department: mens,material×style,190,223968,-0.01987883448600769,0.01987883448600769
ctx:material=cotton,item:feature=snap closure,material×feature,755,261232,0.019878823310136795,0.019878823310136795
ctx:category=fashion combat,item:color=color: white,category×color,24,5632,0.019878799095749855,0.019878799095749855
ctx:feature=is discontinued by manufacturer: no,item:feature=zipper closure,feature×feature,166,72744,-0.019878782331943512,0.019878782331943512
ctx:category=dresses playwear,item:material=100% cotton,category×material,80,1728,-0.01987876370549202,0.01987876370549202
ctx:color=color: brown,item:feature=button closure,color×feature,20,11088,-0.019878750666975975,0.019878750666975975
ctx:material=polyester,item:brand=the drop,material×brand,25,227088,0.01987869292497635,0.01987869292497635
ctx:feature=zipper closure,item:color=color: black,feature×color,385,29336,-0.019878651946783066,0.019878651946783066
ctx:category=shoes oxfords,item:brand=cole haan,category×brand,80,14208,-0.01987837627530098,0.01987837627530098
ctx:material=rayon,item:feature=button closure,material×feature,225,22920,-0.01987835019826889,0.01987835019826889
ctx:category=outdoor & work rain,item:rating=4.0,category×rating,264,5440,-0.019878316670656204,0.019878316670656204
ctx:color=[!]ever faith is a us registered trademark and ever faith jewelry is its only owner,item:brand=ever faith,color×brand,40,320,0.019878294318914413,0.019878294318914413
ctx:color=[!]ever faith is a us registered trademark and ever faith jewelry is its only owner,item:color=[!]ever faith is a us registered trademark and ever faith jewelry is its only owner,color×color,40,320,0.019878294318914413,0.019878294318914413
ctx:category=fashion chelsea,item:feature=shaft measures approximately ankle from arch,category×feature,40,8576,0.019878093153238297,0.019878093153238297
ctx:category=earrings drop & dangle,item:color=color: blue,category×color,232,25152,-0.01987798884510994,0.01987798884510994
ctx:category=shoes loafers & slip-ons,item:rating=4.0,category×rating,1536,33856,-0.01987784169614315,0.01987784169614315
ctx:category=nursing dresses,item:popularity=7,category×popularity,24,768,0.019877830520272255,0.019877830520272255
ctx:category=sunglasses & eyewear accessories sunglasses,item:brand=serengeti,category×brand,40,26560,0.01987782120704651,0.01987782120704651
ctx:category=swimsuits & cover ups one-pieces,item:rating=4.5,category×rating,312,11456,0.019877687096595764,0.019877687096595764
ctx:category=underwear boxer briefs,item:brand=reebok,category×brand,24,7168,0.019877662882208824,0.019877662882208824
ctx:feature=zipper closure,item:feature=machine wash,feature×feature,279,29336,-0.019877461716532707,0.019877461716532707
ctx:material=wool,item:feature=made in usa,material×feature,30,16800,0.01987745612859726,0.01987745612859726
"ctx:size=the hole size is about 4.8mm~5mm, compatible with european bracelets","item:size=the hole size is about 4.8mm~5mm, compatible with european bracelets",size×size,36,288,0.019877353683114052,0.019877353683114052
ctx:category=sunglasses & eyewear accessories sunglasses,item:price=missing,category×price,2584,26560,-0.019877318292856216,0.019877318292856216
ctx:category=hiking & trekking hiking shoes,item:popularity=1,category×popularity,88,5760,0.019877314567565918,0.019877314567565918
ctx:color=color: white,item:feature=synthetic sole,color×feature,34,33336,-0.019877105951309204,0.019877105951309204
"ctx:material=65% polyester, 35% cotton",item:material=polyester,material×material,85,712,0.019877079874277115,0.019877079874277115
ctx:feature=mesh,item:price=missing,feature×price,449,4336,-0.01987706497311592,0.01987706497311592
ctx:category=athletic water shoes,item:popularity=7,category×popularity,72,8512,0.019877027720212936,0.019877027720212936
ctx:category=sleep & lounge robes,item:rating=5.0,category×rating,80,9216,0.0198769923299551,0.0198769923299551
ctx:color=color: red,item:price=20_35,color×price,104,19336,0.01987696997821331,0.01987696997821331
ctx:category=socks no show & liner socks,item:color=color: black,category×color,32,1792,0.019876953214406967,0.019876953214406967
ctx:category=men gloves,item:rating=5.0,category×rating,56,3008,-0.019876845180988312,0.019876845180988312
ctx:feature=imported,item:price=75_100,feature×price,138,137456,0.01987670175731182,0.01987670175731182
ctx:material=polyester,item:brand=augusta sportswear,material×brand,35,227088,0.019876690581440926,0.019876690581440926
ctx:feature=manmade sole,item:price=missing,feature×price,1140,9704,-0.01987650990486145,0.01987650990486145
ctx:material=cotton,item:brand=hotouch,material×brand,20,261232,0.019876204431056976,0.019876204431056976
ctx:category=tees & blouses t-shirts,item:material=cotton blend algod n mistura de o baumwollmischung,category×material,24,35136,-0.019876159727573395,0.019876159727573395
ctx:category=bracelets link,item:rating=4.5,category×rating,168,6144,0.019876040518283844,0.019876040518283844
ctx:category=shirts t-shirts,item:feature=pull on closure,category×feature,4104,68480,-0.019876010715961456,0.019876010715961456
ctx:feature=synthetic sole,item:feature=100% canvas,feature×feature,23,14424,0.019875939935445786,0.019875939935445786
ctx:category=sandals slides,item:color=color: brown,category×color,32,10048,-0.019875913858413696,0.019875913858413696
ctx:category=jewelry earrings,item:rating=3.0,category×rating,64,5440,0.019875844940543175,0.019875844940543175
ctx:category=shoes slippers,item:feature=is discontinued by manufacturer: no,category×feature,336,27904,-0.019875815138220787,0.019875815138220787
ctx:category=active active shirts & tees,item:color=color: white,category×color,112,13504,0.01987580955028534,0.01987580955028534
ctx:feature=100% manmade,"item:feature=heel measures approximately 3""",feature×feature,25,5304,0.019875727593898773,0.019875727593898773
ctx:color=color: green,item:price=missing,color×price,1305,12920,-0.019875656813383102,0.019875656813383102
ctx:category=shirts casual button-down shirts,item:brand=ryannology,category×brand,32,15296,0.01987563446164131,0.01987563446164131
ctx:category=active active pants,"item:material=95% polyester, 5% spandex",category×material,24,7680,0.019875623285770416,0.019875623285770416
ctx:material=cotton,item:brand=berydress,material×brand,25,261232,0.019875606521964073,0.019875606521964073
ctx:style=department: womens,item:brand=amazon collection,style×brand,20,32528,0.01987551525235176,0.01987551525235176
ctx:category=shirts t-shirts,item:feature=quickly,category×feature,56,68480,0.019875366240739822,0.019875366240739822
ctx:feature=进口,item:price=10_20,feature×price,66,2024,0.019875366240739822,0.019875366240739822
ctx:material=100% polyester,item:price=0_10,material×price,60,26376,0.01987485960125923,0.01987485960125923
ctx:feature=hand wash only,item:feature=lace,feature×feature,23,41424,0.01987481862306595,0.01987481862306595
ctx:category=sunglasses & eyewear accessories eyewear frames,item:rating=3.5,category×rating,40,4416,0.019874799996614456,0.019874799996614456
ctx:category=active active shorts,item:price=missing,category×price,1472,14528,-0.01987474039196968,0.01987474039196968
ctx:color=color: black,item:material=cotton,color×material,1341,89864,-0.019874662160873413,0.019874662160873413
ctx:category=tees & blouses tanks & camis,item:color=color: blue,category×color,96,19200,0.019874582067131996,0.019874582067131996
ctx:feature=imported,item:material=100% cotton,feature×material,955,137456,-0.01987437531352043,0.01987437531352043
ctx:category=handbags & wallets shoulder bags,item:price=missing,category×price,1384,12928,-0.01987433433532715,0.01987433433532715
ctx:category=tankinis sets,item:popularity=3,category×popularity,40,2240,0.01987401396036148,0.01987401396036148
ctx:feature=100% polyurethane,item:feature=manmade sole,feature×feature,30,1848,0.01987389847636223,0.01987389847636223
ctx:feature=lace,item:feature=hand wash only,feature×feature,71,2032,0.019873855635523796,0.019873855635523796
ctx:category=active shirts & tees t-shirts,item:material=fabric,category×material,24,6336,0.0198737271130085,0.0198737271130085
ctx:feature=satin,item:brand=elegantpark,feature×brand,30,1864,0.019873693585395813,0.019873693585395813
ctx:category=tops tees & blouses,item:feature=pull on closure,category×feature,264,5120,-0.019873682409524918,0.019873682409524918
ctx:category=travel accessories packing organizers,item:material=polyester,category×material,40,2880,-0.01987368054687977,0.01987368054687977
ctx:category=boots ankle & bootie,item:price=missing,category×price,2168,19072,-0.019873633980751038,0.019873633980751038
ctx:category=tees & blouses t-shirts,item:brand=jess & jane,category×brand,24,35136,-0.019873633980751038,0.019873633980751038
ctx:color=color: red,item:feature=tie closure,color×feature,22,19336,-0.019873425364494324,0.019873425364494324
ctx:category=shirts t-shirts,item:material=cotton blend,category×material,32,68480,0.019873421639204025,0.019873421639204025
"ctx:material=60% polyester, 35% rayon, 5% spandex","item:material=60% polyester, 35% rayon, 5% spandex",material×material,42,336,0.019873304292559624,0.019873304292559624
"ctx:material=elastic,polyester,spandex","item:material=elastic,polyester,spandex",material×material,27,216,0.019873250275850296,0.019873250275850296
ctx:category=shoes fashion sneakers,item:brand=roxy,category×brand,64,52544,0.019873112440109253,0.019873112440109253
ctx:category=active active base layers,item:feature=pull on closure,category×feature,48,1856,-0.01987309940159321,0.01987309940159321
ctx:category=socks & hosiery socks,item:price=20_35,category×price,64,12160,0.019873008131980896,0.019873008131980896
ctx:feature=imported,item:brand=betsey johnson,feature×brand,30,137456,0.019872883334755898,0.019872883334755898
ctx:material=100% leather,item:brand=bass,material×brand,25,29008,0.019872834905982018,0.019872834905982018
ctx:category=hats & caps baseball caps,item:material=cotton,category×material,1248,20224,-0.01987275667488575,0.01987275667488575
ctx:category=dresses cocktail,item:popularity=9,category×popularity,72,6912,-0.019872531294822693,0.019872531294822693
ctx:category=women masks,item:price=missing,category×price,264,3072,-0.019872212782502174,0.019872212782502174
ctx:category=women hoodies,"item:material=50% cotton, 50% polyester",category×material,24,3008,0.019872166216373444,0.019872166216373444
ctx:category=watches wrist watches,item:brand=nautica,category×brand,40,54080,-0.019872061908245087,0.019872061908245087
ctx:category=shoes & jewelry plus-size fashion,item:feature=hand wash only,category×feature,56,1408,-0.019871942698955536,0.019871942698955536
ctx:feature=100% canvas,item:popularity=6,feature×popularity,22,2168,-0.01987181417644024,0.01987181417644024
ctx:feature=up to 60% off retail prices,item:feature=30 days returns,feature×feature,40,320,0.019871786236763,0.019871786236763
ctx:feature=up to 60% off retail prices,item:feature=up to 60% off retail prices,feature×feature,40,320,0.019871786236763,0.019871786236763
ctx:feature=rubber sole,"item:feature=heel measures approximately 1 inches""",feature×feature,141,80712,0.019871635362505913,0.019871635362505913
ctx:feature=pull on closure,item:brand=floerns,feature×brand,32,85192,0.019871460273861885,0.019871460273861885
ctx:category=bracelets link,item:popularity=6,category×popularity,112,6144,-0.019871454685926437,0.019871454685926437
ctx:category=earrings drop & dangle,item:material=leather,category×material,128,25152,0.019871246069669724,0.019871246069669724
ctx:category=team sports basketball,item:brand=adidas,category×brand,96,5312,0.01987123116850853,0.01987123116850853
ctx:category=shoes flats,item:material=100% polyester,category×material,24,30464,0.019871199503540993,0.019871199503540993
ctx:category=shoes flats,item:material=polyester,category×material,24,30464,0.019871199503540993,0.019871199503540993
ctx:category=shoes mules & clogs,item:material=leather sole,category×material,40,14464,0.01987079530954361,0.01987079530954361
ctx:feature=rubber sole,item:feature=100% synthetic and mesh,feature×feature,67,80712,-0.019870717078447342,0.019870717078447342
ctx:category=accessories socks,item:price=0_10,category×price,48,2816,0.019870691001415253,0.019870691001415253
ctx:feature=100% synthetic,item:feature=manmade sole,feature×feature,568,37016,0.01987043395638466,0.01987043395638466
ctx:category=shoes pumps,item:brand=dansko,category×brand,40,33024,-0.01987043209373951,0.01987043209373951
ctx:material=nylon,item:brand=tobeinstyle,material×brand,25,51680,0.01987030729651451,0.01987030729651451
ctx:material=100% spandex,item:feature=imported,material×feature,20,640,-0.019870202988386154,0.019870202988386154
ctx:category=women shorts,item:feature=pull on closure,category×feature,32,2688,0.01987016387283802,0.01987016387283802
ctx:category=shoes & jewelry men,item:feature=manmade sole,category×feature,24,9856,-0.019869964569807053,0.019869964569807053
"ctx:feature=heel measures approximately 0.25""",item:material=leather,feature×material,24,504,-0.019869964569807053,0.019869964569807053
ctx:category=shirts casual button-down shirts,item:price=50_75,category×price,64,15296,0.019869960844516754,0.019869960844516754
ctx:color=color: white,item:price=150_250,color×price,40,33336,0.019869938492774963,0.019869938492774963
ctx:material=leather,item:material=leather sole,material×material,2245,223968,0.01986989751458168,0.01986989751458168
"ctx:material=polyester,spandex",item:feature=hand wash only,material×feature,62,2224,0.019869837909936905,0.019869837909936905
ctx:category=shoes flats,"item:feature=heel measures approximately 0.75""",category×feature,120,30464,0.01986963301897049,0.01986963301897049
ctx:feature=importado,item:color=color: blue,feature×color,22,1496,0.019869599491357803,0.019869599491357803
ctx:category=card cases & money organizers wallets,item:price=50_75,category×price,32,18560,0.019869409501552582,0.019869409501552582
ctx:material=cotton,item:feature=made in us,material×feature,90,261232,0.019869256764650345,0.019869256764650345
ctx:category=tops & tees tanks & camis,item:material=cotton blend,category×material,32,5248,0.019869014620780945,0.019869014620780945
ctx:category=shoes flats,item:popularity=3,category×popularity,688,30464,-0.01986895501613617,0.01986895501613617
ctx:category=sleep & lounge nightgowns & sleepshirts,item:rating=4.0,category×rating,272,8704,-0.019868623465299606,0.019868623465299606
ctx:category=suits & sport coats suits,item:feature=imported,category×feature,136,2048,-0.019868528470396996,0.019868528470396996
ctx:category=tees & blouses tunics,item:color=color: gray,category×color,80,26368,0.019868414849042892,0.019868414849042892
ctx:category=girls leggings,item:popularity=3,category×popularity,32,1280,0.019868329167366028,0.019868329167366028
ctx:material=wool,item:popularity=4,material×popularity,320,16800,-0.01986825093626976,0.01986825093626976
ctx:category=scarves & wraps wraps & pashminas,item:price=missing,category×price,248,2816,-0.019868234172463417,0.019868234172463417
ctx:feature=vinyl,item:price=missing,feature×price,24,232,-0.019868195056915283,0.019868195056915283
ctx:category=team sports basketball,item:color=color: black,category×color,184,5312,-0.019868139177560806,0.019868139177560806
ctx:category=sunglasses & eyewear accessories sunglasses,item:color=color: grey,category×color,128,26560,0.019868113100528717,0.019868113100528717
ctx:category=bras everyday bras,item:price=10_20,category×price,88,11968,0.01986807957291603,0.01986807957291603
ctx:feature=100% suede,item:feature=synthetic sole,feature×feature,90,5112,-0.019868003204464912,0.019868003204464912
ctx:category=athletic fitness & cross-training,item:brand=asics,category×brand,152,7360,-0.019867990165948868,0.019867990165948868
ctx:category=sandals heeled sandals,item:rating=5.0,category×rating,208,16896,0.019867990165948868,0.019867990165948868
ctx:category=shoes sneakers,item:material=100% leather,category×material,240,16704,-0.019867941737174988,0.019867941737174988
ctx:category=accessories keyrings & keychains,item:popularity=2,category×popularity,32,1152,0.019867664203047752,0.019867664203047752
ctx:feature=swiss quartz movement,item:brand=swiss legend,feature×brand,21,712,0.019867612048983574,0.019867612048983574
ctx:category=novelty & more novelty,item:popularity=7,category×popularity,24,9984,0.019867464900016785,0.019867464900016785
ctx:category=running road running,item:brand=altra,category×brand,24,27008,0.01986733078956604,0.01986733078956604
ctx:color=color: black,"item:feature=heel measures approximately 1 inches""",color×feature,48,89864,0.01986730843782425,0.01986730843782425
ctx:category=dresses club & night out,item:popularity=2,category×popularity,112,7040,0.01986711658537388,0.01986711658537388
ctx:category=shirts t-shirts,item:feature=drawstring closure,category×feature,48,68480,0.01986706629395485,0.01986706629395485
ctx:color=color: blue,item:material=100% polyester,color×material,128,28816,-0.019866928458213806,0.019866928458213806
ctx:feature=made in usa and imported,item:color=color: white,feature×color,24,1208,0.019866876304149628,0.019866876304149628
ctx:category=boots oxford & derby,item:material=leather,category×material,32,320,-0.01986677572131157,0.01986677572131157
ctx:material=polyester,item:material=polyester blend,material×material,40,227088,0.01986677199602127,0.01986677199602127
ctx:feature=man made sole,item:popularity=7,feature×popularity,33,2320,0.01986674778163433,0.01986674778163433
ctx:category=men shoes,item:rating=4.5,category×rating,464,18880,0.019866734743118286,0.019866734743118286
ctx:category=socks & hosiery tights,item:rating=4.5,category×rating,64,2048,-0.019866693764925003,0.019866693764925003
ctx:category=fashion riding,item:popularity=2,category×popularity,160,7744,0.019866690039634705,0.019866690039634705
ctx:category=sleep & lounge sleep sets,item:rating=4.5,category×rating,120,2048,-0.019866570830345154,0.019866570830345154
ctx:category=earrings drop & dangle,item:brand=novica,category×brand,64,25152,0.01986646093428135,0.01986646093428135
ctx:category=earrings drop & dangle,item:feature=authentic: an original novica artisan handcrafted fair trade product,category×feature,64,25152,0.01986646093428135,0.01986646093428135
ctx:category=earrings drop & dangle,item:feature=includes an official novica story card certifying quality & authenticity,category×feature,64,25152,0.01986646093428135,0.01986646093428135
ctx:material=cotton,item:brand=woman within,material×brand,60,261232,0.01986629143357277,0.01986629143357277
ctx:material=polyester,"item:material=polyester,pu leather",material×material,20,227088,0.0198662132024765,0.0198662132024765
ctx:feature=rubber sole,item:material=cotton,feature×material,144,80712,-0.019866187125444412,0.019866187125444412
ctx:feature=100% textile and synthetic,item:brand=asics,feature×brand,25,1248,-0.019866090267896652,0.019866090267896652
ctx:category=earrings hoop,item:price=50_75,category×price,48,10240,0.01986599713563919,0.01986599713563919
ctx:style=department: womens,item:feature=synthetic sole,style×feature,21,32528,-0.01986594870686531,0.01986594870686531
ctx:feature=made in china,item:rating=4.5,feature×rating,31,1696,0.01986594684422016,0.01986594684422016
ctx:feature=machine wash,item:price=20_35,feature×price,456,51208,0.019865859299898148,0.019865859299898148
ctx:feature=imported,item:brand=brooks,feature×brand,26,137456,-0.01986583136022091,0.01986583136022091
ctx:category=clothing sets pant sets,item:color=color: red,category×color,56,10176,0.01986568048596382,0.01986568048596382
ctx:material=nylon,item:brand=kipling,material×brand,30,51680,0.01986566372215748,0.01986566372215748
ctx:feature=pull on closure,item:brand=calvin klein,feature×brand,40,85192,0.019865648820996284,0.019865648820996284
ctx:category=shirts casual button-down shirts,item:price=35_50,category×price,104,15296,0.019865522161126137,0.019865522161126137
ctx:category=shoes pumps,item:brand=anne klein,category×brand,152,33024,0.01986546628177166,0.01986546628177166
ctx:category=active active hoodies,item:color=color: black,category×color,64,4288,0.01986534893512726,0.01986534893512726
ctx:category=skirts wear to work,item:popularity=1,category×popularity,32,832,-0.019865185022354126,0.019865185022354126
ctx:feature=zipper closure,item:popularity=3,feature×popularity,581,29336,0.01986517198383808,0.01986517198383808
ctx:category=shirts t-shirts,item:brand=thiswear,category×brand,64,68480,0.01986505463719368,0.01986505463719368
"ctx:feature=heel measures approximately 3""",item:feature=imported,feature×feature,32,464,-0.01986505091190338,0.01986505091190338
ctx:feature=polyurethane sole,item:rating=3.5,feature×rating,53,2680,0.01986495405435562,0.01986495405435562
ctx:material=polyester,item:brand=ny collection,material×brand,20,227088,-0.01986486092209816,0.01986486092209816
ctx:material=spandex,"item:material=90% polyamide, 10% spandex",material×material,25,16928,0.01986485905945301,0.01986485905945301
ctx:feature=imported,"item:feature=heel measures approximately 3.5""",feature×feature,20,137456,0.019864846020936966,0.019864846020936966
ctx:category=shoes loafers & slip-ons,item:feature=100% suede,category×feature,64,33856,0.019864840433001518,0.019864840433001518
ctx:color=color: gray,item:material=100% cotton,color×material,68,5192,-0.01986476592719555,0.01986476592719555
ctx:feature=machine wash,item:price=0_10,feature×price,99,51208,0.019864704459905624,0.019864704459905624
ctx:material=nylon,"item:material=78% nylon, 22% spandex",material×material,25,51680,0.019864609465003014,0.019864609465003014
ctx:material=leather,item:feature=dry cloth clean,material×feature,340,223968,-0.019864585250616074,0.019864585250616074
ctx:category=shoes fashion sneakers,item:brand=aldo,category×brand,48,52544,-0.019864534959197044,0.019864534959197044
ctx:category=sweaters cardigans,item:color=color: black,category×color,216,16000,0.019864521920681,0.019864521920681
ctx:material=nylon,item:price=50_75,material×price,170,51680,0.01986449584364891,0.01986449584364891
ctx:category=jackets & vests vests,item:popularity=2,category×popularity,32,2624,0.019864397123456,0.019864397123456
ctx:category=fashion chelsea,item:feature=manmade sole,category×feature,80,8576,0.0198641587048769,0.0198641587048769
ctx:category=tees & blouses tanks & camis,item:feature=imported,category×feature,552,19200,-0.019864054396748543,0.019864054396748543
ctx:category=boots ankle & bootie,item:rating=3.0,category×rating,88,19072,0.01986401155591011,0.01986401155591011
ctx:category=shorts flat front,item:popularity=5,category×popularity,56,2560,-0.01986398734152317,0.01986398734152317
ctx:feature=machine wash,item:price=10_20,feature×price,452,51208,0.01986398547887802,0.01986398547887802
ctx:color=color: red,item:feature=rubber sole,color×feature,98,19336,-0.019863832741975784,0.019863832741975784
ctx:feature=synthetic-and-rubber,item:feature=rubber sole,feature×feature,20,280,-0.019863810390233994,0.019863810390233994
ctx:material=leather,item:brand=b. makowsky,material×brand,25,223968,0.019863776862621307,0.019863776862621307
ctx:category=bracelets wrap,item:material=leather,category×material,160,1984,-0.01986376941204071,0.01986376941204071
ctx:feature=textile and synthetic,item:feature=shaft measures approximately low-top from arch,feature×feature,60,1416,0.01986372284591198,0.01986372284591198
ctx:category=sets tracksuits,item:rating=3.0,category×rating,48,4288,-0.019863707944750786,0.019863707944750786
ctx:category=athletic walking,item:feature=is discontinued by manufacturer: no,category×feature,160,17280,-0.019863685593008995,0.019863685593008995
ctx:category=men accessories,item:price=missing,category×price,144,1792,-0.01986364647746086,0.01986364647746086
ctx:category=active & performance fleece,item:color=color: black,category×color,32,2816,-0.019863493740558624,0.019863493740558624
ctx:category=shoes & jewelry girls,item:material=polyester,category×material,80,3136,-0.01986347697675228,0.01986347697675228
ctx:category=shoes slippers,item:popularity=2,category×popularity,408,27904,0.019863396883010864,0.019863396883010864
ctx:feature=polarized,item:rating=4.5,feature×rating,80,1944,0.019863316789269447,0.019863316789269447
ctx:material=polyester,item:rating=2.0,material×rating,260,227088,0.019863270223140717,0.019863270223140717
ctx:category=women jeans,item:feature=imported,category×feature,992,15424,-0.01986309140920639,0.01986309140920639
ctx:category=costumes & cosplay apparel costumes,item:rating=5.0,category×rating,224,16256,-0.019863005727529526,0.019863005727529526
ctx:feature=buckle closure,item:price=10_20,feature×price,63,3736,0.019862912595272064,0.019862912595272064
ctx:material=cotton,item:brand=sakkas,material×brand,30,261232,0.019862908869981766,0.019862908869981766
ctx:category=bracelets bangle,item:price=20_35,category×price,72,7104,0.019862880930304527,0.019862880930304527
ctx:category=shoes athletic & outdoor,item:feature=rubber sole,category×feature,24,320,-0.01986287720501423,0.01986287720501423
ctx:category=shirts t-shirts,item:price=20_35,category×price,1168,68480,0.019862834364175797,0.019862834364175797
ctx:category=active active base layers,item:popularity=1,category×popularity,80,1856,0.019862595945596695,0.019862595945596695
ctx:feature=hook and eye closure,item:price=missing,feature×price,161,1696,-0.019862547516822815,0.019862547516822815
ctx:feature=made in usa and imported,item:price=20_35,feature×price,38,1208,0.019862433895468712,0.019862433895468712
ctx:color=color: pink,item:material=silk,color×material,30,13200,0.01986234448850155,0.01986234448850155
ctx:category=socks & hosiery socks,item:color=color: red,category×color,56,12160,0.01986229047179222,0.01986229047179222
ctx:category=active active shirts & tees,item:feature=drawstring closure,category×feature,32,13504,0.019862236455082893,0.019862236455082893
ctx:feature=hook and eye closure,item:popularity=9,feature×popularity,24,1696,0.019862212240695953,0.019862212240695953
ctx:category=athletic fitness & cross-training,item:price=missing,category×price,856,7360,-0.019862018525600433,0.019862018525600433
ctx:category=rompers & overalls jumpsuits,item:feature=belt closure,category×feature,48,10176,0.019861843436956406,0.019861843436956406
ctx:feature=elastic closure,item:price=20_35,feature×price,60,6240,0.019861776381731033,0.019861776381731033
ctx:category=women fashion hoodies & sweatshirts,item:popularity=3,category×popularity,352,17920,-0.019861668348312378,0.019861668348312378
ctx:category=jackets & vests casual jackets,item:rating=5.0,category×rating,32,2368,0.019861645996570587,0.019861645996570587
ctx:material=leather-and-rubber sole,item:price=missing,material×price,20,200,-0.0198616161942482,0.0198616161942482
ctx:feature=shaft measures approximately not_applicable from arch,item:rating=4.0,feature×rating,34,728,-0.019861556589603424,0.019861556589603424
ctx:category=jewelry brooches & pins,item:rating=3.0,category×rating,24,5824,0.019861478358507156,0.019861478358507156
ctx:feature=denim,item:rating=3.0,feature×rating,33,1536,0.019861437380313873,0.019861437380313873
ctx:feature=mesh,item:rating=3.5,feature×rating,40,4336,0.019861415028572083,0.019861415028572083
ctx:feature=polyurethane sole,item:rating=4.5,feature×rating,65,2680,0.019861411303281784,0.019861411303281784
ctx:material=polyester,item:brand=disguise,material×brand,55,227088,0.019861292093992233,0.019861292093992233
ctx:feature=made in usa or imported,item:color=color: black,feature×color,54,3848,-0.019861269742250443,0.019861269742250443
ctx:category=tees & blouses tees,item:material=cotton,category×material,168,2112,-0.019861213862895966,0.019861213862895966
ctx:material=100% leather/synthetic,item:material=leather,material×material,40,320,0.0198611281812191,0.0198611281812191
ctx:feature=satin,item:popularity=3,feature×popularity,20,1864,-0.019861072301864624,0.019861072301864624
ctx:category=shoes pumps,item:rating=1.0,category×rating,40,33024,0.019861020147800446,0.019861020147800446
ctx:feature=100% man made,item:feature=imported,feature×feature,184,1552,0.019860830157995224,0.019860830157995224
ctx:category=suits & sport coats vests,item:rating=4.0,category×rating,112,1600,-0.019860807806253433,0.019860807806253433
ctx:material=rayon,item:feature=made in u.s.a,material×feature,95,22920,0.019860748201608658,0.019860748201608658
ctx:category=shoes oxfords,"item:feature=heel measures approximately 1 inches""",category×feature,24,14208,0.019860686734318733,0.019860686734318733
ctx:material=100% polyester,item:brand=columbia,material×brand,62,26376,0.019860651344060898,0.019860651344060898
ctx:category=active active shirts & tees,item:brand=under armour,category×brand,112,13504,0.019860636442899704,0.019860636442899704
ctx:feature=zipper closure,item:price=20_35,feature×price,175,29336,0.019860506057739258,0.019860506057739258
ctx:category=novelty & more novelty,item:color=color: blue,category×color,48,9984,0.01986045204102993,0.01986045204102993
ctx:category=luggage suitcases,item:material=polyester,category×material,64,2624,-0.019860392436385155,0.019860392436385155
ctx:category=active athletic socks,item:material=nylon,category×material,224,14208,0.01986035145819187,0.01986035145819187
ctx:category=shirts t-shirts,item:material=100% polyester,category×material,176,68480,0.019860336557030678,0.019860336557030678
"ctx:material=polyester,spandex",item:feature=drawstring closure,material×feature,22,2224,0.019860301166772842,0.019860301166772842
ctx:category=shirts casual button-down shirts,item:brand=robert graham,category×brand,48,15296,-0.019860252737998962,0.019860252737998962
ctx:material=faux leather,item:material=leather,material×material,82,656,0.01986008882522583,0.01986008882522583
