context_feature,item_feature,field_pair,positive_support,negative_support,learned_weight,absolute_weight
"ctx:material=90% polyester, 10% elastane",item:price=missing,material×price,21,296,-0.02000095508992672,0.02000095508992672
ctx:category=women leggings,item:feature=drawstring closure,category×feature,48,13248,0.020000919699668884,0.020000919699668884
ctx:feature=acetate frame,item:feature=acetate frame,feature×feature,78,624,0.02000086009502411,0.02000086009502411
"ctx:feature=great value— enjoy high-end quality, gorgeous jewelry at a low price point. all our beautiful jewelry is lead & nickel compliant with all u.s. requirements, lovingly packaged and d",item:feature=fall in love— great jewelry ornaments to wear for parties and family gatherings; makes a wonderful gift for your loved ones on special occassions. these lovely statement pieces are,feature×feature,26,232,0.020000815391540527,0.020000815391540527
ctx:material=leather,item:brand=fila,material×brand,50,223968,0.020000798627734184,0.020000798627734184
ctx:feature=polarized,item:price=missing,feature×price,165,1944,-0.020000770688056946,0.020000770688056946
ctx:feature=rubber sole,item:brand=skechers,feature×brand,309,80712,-0.020000755786895752,0.020000755786895752
ctx:color=color: yellow,item:rating=2.0,color×rating,26,9848,0.02000073716044426,0.02000073716044426
"ctx:material=95% rayon, 5% spandex",item:brand=made by johnny,material×brand,20,1640,0.020000716671347618,0.020000716671347618
ctx:feature=slip on closure,item:feature=slip on closure,feature×feature,175,1400,0.020000701770186424,0.020000701770186424
ctx:feature=made in the usa or imported,item:feature=rubber sole,feature×feature,183,5368,-0.020000692456960678,0.020000692456960678
ctx:feature=rubber sole,item:feature=imported,feature×feature,2512,80712,-0.020000692456960678,0.020000692456960678
ctx:feature=pull on closure,item:price=0_10,feature×price,327,85192,0.020000655204057693,0.020000655204057693
ctx:feature=rubber sole,item:feature=shaft measures approximately calf high from arch,feature×feature,35,80712,0.02000064216554165,0.02000064216554165
ctx:material=cotton,item:brand=the drop,material×brand,25,261232,0.020000621676445007,0.020000621676445007
"ctx:material=85% nylon, 15% spandex","item:material=85% nylon, 15% spandex",material×material,27,216,0.020000608637928963,0.020000608637928963
ctx:feature=made in america,item:feature=made in america,feature×feature,21,168,0.02000059187412262,0.02000059187412262
ctx:category=jewelry necklaces,item:rating=5.0,category×rating,280,15680,-0.02000047080218792,0.02000047080218792
"ctx:material=98% cotton, 2% spandex","item:material=98% cotton, 2% spandex",material×material,89,712,0.020000405609607697,0.020000405609607697
ctx:material=spandex,item:material=100% spandex,material×material,225,16928,0.020000364631414413,0.020000364631414413
ctx:material=100% cotton,item:material=cotton,material×material,3755,30176,0.020000360906124115,0.020000360906124115
ctx:material=leather,item:brand=nine west,material×brand,550,223968,-0.020000353455543518,0.020000353455543518
ctx:category=women jeans,item:popularity=5,category×popularity,152,15424,-0.02000035159289837,0.02000035159289837
ctx:material=cotton blend,item:price=0_10,material×price,26,2368,0.02000034600496292,0.02000034600496292
ctx:category=shirts dress shirts,item:material=cotton,category×material,384,4736,-0.020000319927930832,0.020000319927930832
ctx:category=shoes loafers & slip-ons,item:feature=rubber sole,category×feature,1744,33856,-0.020000310614705086,0.020000310614705086
ctx:category=shirts polos,item:material=cotton,category×material,464,7424,-0.02000022679567337,0.02000022679567337
ctx:feature=chiffon,item:price=missing,feature×price,151,1408,-0.02000022679567337,0.02000022679567337
"ctx:feature=heel measures approximately 0.75""","item:feature=heel measures approximately 0.75""",feature×feature,84,672,0.020000223070383072,0.020000223070383072
ctx:material=faux leather,item:material=faux leather,material×material,82,656,0.020000183954834938,0.020000183954834938
ctx:category=dresses casual,item:price=35_50,category×price,136,40384,0.020000167191028595,0.020000167191028595
ctx:material=cotton,item:material=cotton-blend,material×material,55,261232,0.020000122487545013,0.020000122487545013
ctx:category=hiking & trekking hiking boots,item:feature=rubber sole,category×feature,520,6784,-0.02000010944902897,0.02000010944902897
ctx:feature=wet wipe clean,item:feature=wet wipe clean,feature×feature,37,296,0.02000010944902897,0.02000010944902897
ctx:feature=imported,item:color=color: gray,feature×color,86,137456,0.020000088959932327,0.020000088959932327
ctx:category=rings statement,item:price=35_50,category×price,96,12416,0.020000068470835686,0.020000068470835686
ctx:material=100% polyester,item:rating=3.5,material×rating,440,26376,0.020000047981739044,0.020000047981739044
ctx:category=shirts t-shirts,item:brand=pop threads,category×brand,32,68480,0.020000044256448746,0.020000044256448746
ctx:category=earrings drop & dangle,item:price=missing,category×price,1784,25152,-0.0200000312179327,0.0200000312179327
ctx:feature=shaft measures approximately ankle-high from arch,item:feature=shaft measures approximately ankle-high from arch,feature×feature,55,440,0.020000029355287552,0.020000029355287552
ctx:feature=rubber sole,item:feature=rubber sole,feature×feature,10089,80712,0.020000016316771507,0.020000016316771507
ctx:color=color: purple,item:price=20_35,color×price,28,5808,0.020000003278255463,0.020000003278255463
ctx:feature=rubber sole,item:material=100% leather,feature×material,1136,80712,-0.019999969750642776,0.019999969750642776
"ctx:material=98% polyester, 2% spandex","item:material=98% polyester, 2% spandex",material×material,20,160,0.01999995857477188,0.01999995857477188
ctx:material=pu leather,item:material=pu leather,material×material,119,952,0.019999917596578598,0.019999917596578598
ctx:category=men hoodies,item:color=color: black,category×color,200,8896,0.0199999138712883,0.0199999138712883
ctx:feature=is discontinued by manufacturer: no,item:brand=silvershake,feature×brand,37,72744,0.019999910145998,0.019999910145998
"ctx:material=80% polyester, 20% spandex",item:material=polyester,material×material,23,184,0.019999898970127106,0.019999898970127106
ctx:category=accessories belts,item:brand=beltiscool,category×brand,40,13632,0.019999787211418152,0.019999787211418152
ctx:category=shirts t-shirts,item:brand=popfunk,category×brand,72,68480,0.019999774172902107,0.019999774172902107
ctx:material=100% fabric or textile,item:material=fabric,material×material,41,328,0.019999774172902107,0.019999774172902107
ctx:category=women skirts,item:price=missing,category×price,936,9472,-0.019999759271740913,0.019999759271740913
ctx:material=spandex,"item:material=95% viscose, 5% spandex",material×material,45,16928,0.01999974437057972,0.01999974437057972
ctx:feature=rubber sole,item:brand=dream pairs,feature×brand,134,80712,0.019999712705612183,0.019999712705612183
ctx:feature=rubber sole,item:feature=shaft measures approximately low-top from arch,feature×feature,87,80712,-0.01999969594180584,0.01999969594180584
ctx:feature=rubber sole,item:material=leather,feature×material,2398,80712,-0.019999690353870392,0.019999690353870392
ctx:material=leather,item:price=missing,material×price,24056,223968,-0.019999690353870392,0.019999690353870392
ctx:category=women wigs,item:price=20_35,category×price,80,3776,0.0199996680021286,0.0199996680021286
ctx:feature=acetate frame,item:color=color: black,feature×color,27,624,0.019999664276838303,0.019999664276838303
ctx:category=running road running,item:feature=100% synthetic,category×feature,688,27008,-0.019999636337161064,0.019999636337161064
ctx:feature=importado,item:feature=is discontinued by manufacturer: no,feature×feature,63,1496,0.019999630749225616,0.019999630749225616
ctx:color=color: brown,item:price=10_20,color×price,54,11088,0.019999615848064423,0.019999615848064423
ctx:color=color: white,item:popularity=1,color×popularity,1098,33336,0.019999593496322632,0.019999593496322632
ctx:feature=ethylene vinyl acetate sole,item:feature=is discontinued by manufacturer: no,feature×feature,50,4784,-0.019999559968709946,0.019999559968709946
ctx:category=jewelry rings,item:popularity=5,category×popularity,152,14720,0.019999558106064796,0.019999558106064796
ctx:color=color: brown,item:material=100% leather,color×material,100,11088,-0.01999952271580696,0.01999952271580696
ctx:feature=manmade sole,item:feature=manmade sole,feature×feature,1213,9704,0.01999950036406517,0.01999950036406517
"ctx:material=97% polyester, 3% spandex","item:material=97% polyester, 3% spandex",material×material,54,432,0.019999423995614052,0.019999423995614052
ctx:feature=ethylene vinyl acetate sole,item:material=fabric,feature×material,36,4784,0.019999418407678604,0.019999418407678604
ctx:feature=button closure,item:style=department: mens,feature×style,62,27600,0.019999410957098007,0.019999410957098007
ctx:feature=pull on closure,item:feature=made in usa,feature×feature,97,85192,0.019999397918581963,0.019999397918581963
ctx:category=card cases & money organizers wallets,item:popularity=2,category×popularity,488,18560,-0.019999373704195023,0.019999373704195023
ctx:feature=shaft measures approximately low-top from arch,item:feature=shaft measures approximately low-top from arch,feature×feature,192,1536,0.019999362528324127,0.019999362528324127
ctx:feature=machine wash,item:color=color: black,feature×color,494,51208,-0.019999360665678978,0.019999360665678978
ctx:category=fashion riding,item:popularity=7,category×popularity,80,7744,-0.019999343901872635,0.019999343901872635
"ctx:feature=heel measures approximately 1""","item:feature=heel measures approximately 1""",feature×feature,157,1256,0.0199993085116148,0.0199993085116148
ctx:feature=is discontinued by manufacturer: no,item:material=cotton,feature×material,181,72744,-0.01999928429722786,0.01999928429722786
ctx:feature=pull on closure,item:brand=gildan,feature×brand,21,85192,0.019999273121356964,0.019999273121356964
ctx:material=leather,item:brand=vaneli,material×brand,50,223968,0.019999243319034576,0.019999243319034576
ctx:feature=imported,item:brand=aeravida,feature×brand,35,137456,0.019999217242002487,0.019999217242002487
ctx:category=men jeans,item:rating=3.5,category×rating,64,5824,0.019999172538518906,0.019999172538518906
ctx:material=fabric lining,item:material=fabric lining,material×material,65,520,0.01999915950000286,0.01999915950000286
ctx:category=boots ankle & bootie,item:rating=5.0,category×rating,328,19072,-0.01999903842806816,0.01999903842806816
ctx:feature=100% viscose,item:price=missing,feature×price,129,1216,-0.019999003037810326,0.019999003037810326
ctx:color=color: black,item:material=polyester,color×material,1312,89864,-0.019999001175165176,0.019999001175165176
ctx:feature=imported,"item:material=60% cotton, 40% polyester",feature×material,210,137456,0.01999899372458458,0.01999899372458458
ctx:feature=synthetic,item:feature=synthetic,feature×feature,133,1064,0.019998980686068535,0.019998980686068535
ctx:feature=100% polyvinyl chloride,item:feature=100% polyvinyl chloride,feature×feature,81,648,0.019998885691165924,0.019998885691165924
ctx:feature=synthetic,item:rating=3.5,feature×rating,28,1064,0.01999886892735958,0.01999886892735958
ctx:feature=100% synthetic,item:feature=low top fashion,feature×feature,20,37016,0.019998867064714432,0.019998867064714432
ctx:category=outdoor & work rain,item:feature=rubber sole,category×feature,432,5440,-0.019998863339424133,0.019998863339424133
ctx:material=leather,item:price=250_plus,material×price,170,223968,0.019998855888843536,0.019998855888843536
ctx:color=color: black,item:popularity=3,color×popularity,1937,89864,0.019998833537101746,0.019998833537101746
ctx:feature=mesh,item:price=20_35,feature×price,29,4336,0.019998814910650253,0.019998814910650253
ctx:material=polyester-blend,item:material=polyester,material×material,32,256,0.019998813048005104,0.019998813048005104
ctx:category=athletic running,item:material=leather,category×material,192,10112,0.019998792558908463,0.019998792558908463
ctx:feature=polyurethane lining,item:feature=polyurethane lining,feature×feature,22,176,0.01999877765774727,0.01999877765774727
ctx:material=100% leather,item:brand=fly london,material×brand,20,29008,0.019998759031295776,0.019998759031295776
"ctx:material=60% cotton, 40% polyester",item:feature=imported,material×feature,339,3224,0.019998736679553986,0.019998736679553986
ctx:feature=synthetic lining,item:feature=synthetic lining,feature×feature,20,160,0.019998732954263687,0.019998732954263687
ctx:feature=elastic closure,item:feature=hand wash only,feature×feature,84,6240,-0.019998718053102493,0.019998718053102493
ctx:feature=quality — all jewelry is new and inspected for quality assurance,item:feature=quality — all jewelry is new and inspected for quality assurance,feature×feature,23,184,0.019998706877231598,0.019998706877231598
ctx:feature=made in usa,item:material=rayon,feature×material,53,3480,0.019998699426651,0.019998699426651
ctx:category=jackets & vests leather & faux leather,item:rating=5.0,category×rating,56,2816,0.019998695701360703,0.019998695701360703
ctx:category=tees & blouses tunics,item:price=10_20,category×price,144,26368,0.019998636096715927,0.019998636096715927
"ctx:material=92% polyester, 8% spandex","item:material=92% polyester, 8% spandex",material×material,129,1032,0.019998636096715927,0.019998636096715927
ctx:material=fabric,item:style=department: womens,material×style,55,81896,-0.01999860256910324,0.01999860256910324
ctx:color=color: white,item:price=0_10,color×price,130,33336,0.019998598843812943,0.019998598843812943
ctx:feature=polyvinyl chloride sole,item:feature=polyvinyl chloride sole,feature×feature,81,648,0.019998572766780853,0.019998572766780853
ctx:category=athletic fitness & cross-training,item:feature=100% textile,category×feature,32,7360,0.01999855414032936,0.01999855414032936
ctx:category=boots ankle & bootie,item:material=100% leather,category×material,712,19072,-0.019998542964458466,0.019998542964458466
ctx:color=color: grey,item:feature=pull on closure,color×feature,225,18392,-0.019998516887426376,0.019998516887426376
ctx:material=polyester,item:brand=farysays,material×brand,35,227088,0.019998488947749138,0.019998488947749138
ctx:category=bras sports bras,item:feature=imported,category×feature,312,8448,-0.019998468458652496,0.019998468458652496
ctx:feature=belt closure,item:feature=belt closure,feature×feature,142,1136,0.019998427480459213,0.019998427480459213
ctx:feature=rubber sole,item:popularity=13,feature×popularity,55,80712,0.01999840885400772,0.01999840885400772
ctx:feature=suede sole,item:feature=is discontinued by manufacturer: no,feature×feature,84,3056,-0.019998399540781975,0.019998399540781975
ctx:feature=machine wash,item:feature=heather,feature×feature,27,51208,0.01999838277697563,0.01999838277697563
ctx:feature=100% textile and synthetic,item:feature=man made sole,feature×feature,25,1248,0.019998375326395035,0.019998375326395035
ctx:category=athletic cycling,item:material=nylon,category×material,40,1856,0.019998367875814438,0.019998367875814438
ctx:category=shoes loafers & slip-ons,item:material=fabric-and-synthetic,category×material,40,33856,0.019998330622911453,0.019998330622911453
ctx:category=shoes flats,item:brand=sperry,category×brand,24,30464,-0.01999831758439541,0.01999831758439541
ctx:category=active active shorts,item:color=color: red,category×color,56,14528,0.019998274743556976,0.019998274743556976
ctx:style=department: mens,item:color=color: blue,style×color,72,11992,-0.019998233765363693,0.019998233765363693
ctx:category=shoes sandals,item:popularity=1,category×popularity,816,30272,-0.0199982151389122,0.0199982151389122
ctx:category=dresses cocktail,item:feature=imported,category×feature,352,6912,-0.019998207688331604,0.019998207688331604
ctx:feature=denim,item:feature=imported,feature×feature,27,1536,-0.01999816484749317,0.01999816484749317
ctx:category=sleep & lounge robes,item:price=missing,category×price,1016,9216,-0.019998155534267426,0.019998155534267426
ctx:material=polyester,item:brand=ouges,material×brand,30,227088,0.019998136907815933,0.019998136907815933
ctx:category=watches wrist watches,item:feature=mineral crystal,category×feature,168,54080,0.01999809220433235,0.01999809220433235
ctx:material=100% polyester,item:rating=2.0,material×rating,29,26376,0.01999804377555847,0.01999804377555847
"ctx:material=solid colors: 100% cotton; heather grey: 90% cotton, 10% polyester; all other heathers: 50% cotton, 50% polyester",item:rating=3.0,material×rating,24,2952,0.019998034462332726,0.019998034462332726
ctx:feature=pull on closure,item:feature=dry clean only,feature×feature,29,85192,-0.019998028874397278,0.019998028874397278
ctx:category=handbags & wallets totes,item:material=nylon,category×material,56,9728,0.019998012110590935,0.019998012110590935
ctx:feature=slip on closure,item:price=missing,feature×price,158,1400,-0.019998010247945786,0.019998010247945786
ctx:style=department: womens,item:feature=made in the usa or imported,style×feature,21,32528,0.01999800279736519,0.01999800279736519
ctx:feature=manmade,item:feature=manmade,feature×feature,109,872,0.01999795436859131,0.01999795436859131
ctx:feature=acrylic,item:feature=acrylic,feature×feature,79,632,0.01999792829155922,0.01999792829155922
ctx:feature=made in america,item:feature=all materials used are recycled,feature×feature,20,168,0.01999792456626892,0.01999792456626892
ctx:feature=made in america,item:feature=handcrafted and handfinished,feature×feature,20,168,0.01999792456626892,0.01999792456626892
ctx:category=men wigs,item:color=color: black,category×color,24,832,-0.01999789848923683,0.01999789848923683
ctx:feature=100% suede,item:feature=manmade sole,feature×feature,68,5112,0.019997883588075638,0.019997883588075638
ctx:material=cotton,item:feature=pull on closure,material×feature,8132,261232,-0.01999787986278534,0.01999787986278534
ctx:color=color: blue,item:feature=zipper closure,color×feature,92,28816,-0.01999785751104355,0.01999785751104355
ctx:category=shoes flats,item:brand=oshkosh b'gosh,category×brand,32,30464,0.019997842609882355,0.019997842609882355
ctx:color=color: orange,item:price=10_20,color×price,26,3280,0.019997840747237206,0.019997840747237206
ctx:category=sandals platforms & wedges,"item:feature=heel measures approximately 1.5 inches""",category×feature,40,28800,0.01999783143401146,0.01999783143401146
"ctx:feature=95% viscose, 5% elastane",item:feature=machine wash,feature×feature,33,384,0.01999780163168907,0.01999780163168907
ctx:feature=进口,item:popularity=4,feature×popularity,26,2024,-0.019997771829366684,0.019997771829366684
ctx:category=dresses work,item:feature=machine wash,category×feature,152,5760,-0.019997764378786087,0.019997764378786087
ctx:feature=authentic: an original novica artisan handcrafted fair trade product,item:brand=novica,feature×brand,63,504,0.01999776065349579,0.01999776065349579
ctx:feature=authentic: an original novica artisan handcrafted fair trade product,item:feature=authentic: an original novica artisan handcrafted fair trade product,feature×feature,63,504,0.01999776065349579,0.01999776065349579
"ctx:material=95% polyester, 5% elastane",item:material=polyester,material×material,87,696,0.019997747614979744,0.019997747614979744
ctx:feature=man made sole,item:feature=man made,feature×feature,33,2320,0.01999773271381855,0.01999773271381855
"ctx:material=94% polyester, 6% spandex",item:material=polyester,material×material,30,240,0.019997727125883102,0.019997727125883102
ctx:material=nylon,item:brand=generic,material×brand,20,51680,0.019997715950012207,0.019997715950012207
"ctx:material=94% polyester, 6% spandex","item:material=94% polyester, 6% spandex",material×material,30,240,0.01999770477414131,0.01999770477414131
ctx:category=base layers & compression shirts,item:price=missing,category×price,224,2112,-0.019997693598270416,0.019997693598270416
ctx:category=sunglasses & eyewear accessories sunglasses,item:material=nylon,category×material,160,26560,0.019997693598270416,0.019997693598270416
ctx:material=65% polyester,item:material=65% polyester,material×material,24,192,0.019997678697109222,0.019997678697109222
ctx:category=running road running,item:feature=imported,category×feature,1336,27008,-0.019997648894786835,0.019997648894786835
ctx:feature=drawstring closure,item:color=color: brown,feature×color,21,15432,0.019997643306851387,0.019997643306851387
"ctx:feature=shaft measures approximately 4"" from arch","item:feature=shaft measures approximately 4"" from arch",feature×feature,39,312,0.019997630268335342,0.019997630268335342
ctx:category=shoes sneakers,item:material=leather sole,category×material,56,16704,0.019997626543045044,0.019997626543045044
ctx:material=100% nylon,item:material=nylon,material×material,207,1696,0.01999759115278721,0.01999759115278721
ctx:material=cotton lining,item:material=cotton lining,material×material,40,320,0.01999758929014206,0.01999758929014206
ctx:material=rayon,item:feature=made in usa,material×feature,225,22920,0.019997574388980865,0.019997574388980865
ctx:feature=rubber sole,"item:feature=heel measures approximately 3 inches""",feature×feature,36,80712,0.01999754086136818,0.01999754086136818
ctx:feature=no closure closure,item:material=rayon,feature×material,30,2416,0.01999751478433609,0.01999751478433609
ctx:category=work & utility shoes,item:brand=keen utility,category×brand,40,6592,-0.019997509196400642,0.019997509196400642
ctx:category=shoes slippers,item:feature=100% textile,category×feature,56,27904,0.01999746635556221,0.01999746635556221
ctx:category=rings bands,item:rating=3.5,category×rating,104,5312,-0.01999746449291706,0.01999746449291706
ctx:category=shoes sandals,item:feature=ethylene vinyl acetate sole,category×feature,160,30272,0.01999746263027191,0.01999746263027191
ctx:feature=textile,item:feature=textile,feature×feature,224,1792,0.019997457042336464,0.019997457042336464
ctx:category=athletic ballet & dance,item:price=missing,category×price,208,1984,-0.019997447729110718,0.019997447729110718
ctx:material=leather,"item:feature=heel measures approximately 4 inches""",material×feature,20,223968,0.019997378811240196,0.019997378811240196
ctx:category=necklaces chokers,item:material=leather,category×material,56,3712,-0.019997375085949898,0.019997375085949898
ctx:material=leather,item:price=150_250,material×price,250,223968,0.019997358322143555,0.019997358322143555
ctx:category=shoes slippers,item:brand=hometop,category×brand,48,27904,0.019997354596853256,0.019997354596853256
ctx:feature=item weight: 3 pounds,item:feature=item weight: 3 pounds,feature×feature,31,248,0.01999734714627266,0.01999734714627266
ctx:category=running trail running,item:feature=rubber sole,category×feature,584,7552,-0.01999734342098236,0.01999734342098236
ctx:category=sandals heeled sandals,item:feature=suede sole,category×feature,112,16896,0.019997337833046913,0.019997337833046913
ctx:color=color: yellow,item:color=color: yellow,color×color,1231,9848,0.019997337833046913,0.019997337833046913
ctx:feature=100% synthetic/mesh,item:feature=100% synthetic/mesh,feature×feature,22,176,0.019997334107756615,0.019997334107756615
ctx:category=hats & caps skullies & beanies,item:material=fabric,category×material,104,8064,-0.01999732479453087,0.01999732479453087
ctx:feature=made in the usa,item:feature=pull on closure,feature×feature,32,1664,-0.019997313618659973,0.019997313618659973
ctx:feature=shirts closure,item:feature=shirts closure,feature×feature,20,160,0.019997302442789078,0.019997302442789078
ctx:color=color: gray,item:feature=rubber sole,color×feature,36,5192,-0.019997281953692436,0.019997281953692436
ctx:category=shoes fashion sneakers,item:rating=4.5,category×rating,2464,52544,-0.01999726891517639,0.01999726891517639
ctx:material=cotton,item:rating=2.0,material×rating,425,261232,0.019997242838144302,0.019997242838144302
ctx:feature=imported,item:feature=100% man made,feature×feature,72,137456,0.019997231662273407,0.019997231662273407
ctx:feature=quality — all jewelry is new and inspected for quality assurance,item:brand=sac silver,feature×brand,21,184,0.01999720185995102,0.01999720185995102
ctx:feature=vegan,item:feature=vegan,feature×feature,24,192,0.019997142255306244,0.019997142255306244
ctx:category=active active shirts & tees,item:color=color: blue,category×color,112,13504,0.019997112452983856,0.019997112452983856
ctx:category=work & utility shoes,item:brand=skechers,category×brand,24,6592,0.019997090101242065,0.019997090101242065
ctx:category=fashion riding,item:price=35_50,category×price,32,7744,0.019997084513306618,0.019997084513306618
ctx:material=polyester,item:feature=made in usa and imported,material×feature,75,227088,0.01999705657362938,0.01999705657362938
"ctx:feature=heel measures approximately 1 inches""",item:rating=3.5,feature×rating,32,1480,0.01999705284833908,0.01999705284833908
ctx:material=fabric,item:feature=hand wash only,material×feature,930,81896,-0.01999697834253311,0.01999697834253311
ctx:category=sleep & lounge sleep bottoms,item:rating=5.0,category×rating,64,3392,0.01999693736433983,0.01999693736433983
ctx:category=men wigs,item:price=10_20,category×price,40,832,-0.01999691128730774,0.01999691128730774
ctx:feature=100% canvas,item:popularity=2,feature×popularity,40,2168,0.019996890798211098,0.019996890798211098
ctx:category=tees & blouses tanks & camis,item:feature=pull on closure,category×feature,1296,19200,-0.019996866583824158,0.019996866583824158
"ctx:feature=boot opening measures approximately 11"" around","item:feature=boot opening measures approximately 11"" around",feature×feature,20,160,0.019996803253889084,0.019996803253889084
ctx:category=tops & tees t-shirts,item:rating=5.0,category×rating,1312,32896,-0.01999678835272789,0.01999678835272789
ctx:feature=authentic: an original novica artisan handcrafted fair trade product,item:feature=includes an official novica story card certifying quality & authenticity,feature×feature,62,504,0.0199967622756958,0.0199967622756958
ctx:feature=platform measures approximately 1,item:feature=platform measures approximately 1,feature×feature,20,160,0.01999673806130886,0.01999673806130886
ctx:feature=made in u.s.a,item:feature=made in u.s.a,feature×feature,30,240,0.019996698945760727,0.019996698945760727
ctx:category=hats & caps berets,item:material=wool,category×material,48,640,-0.019996674731373787,0.019996674731373787
ctx:color=color: black,item:feature=made in usa and imported,color×feature,26,89864,0.019996583461761475,0.019996583461761475
ctx:material=cotton,"item:material=99% cotton, 1% spandex",material×material,40,261232,0.019996583461761475,0.019996583461761475
ctx:material=nylon,item:feature=zipper closure,material×feature,485,51680,-0.019996564835309982,0.019996564835309982
ctx:category=dresses casual,item:feature=wrap closure,category×feature,40,40384,0.019996538758277893,0.019996538758277893
ctx:feature=imported,item:feature=cork sole,feature×feature,25,137456,0.019996527582406998,0.019996527582406998
ctx:category=sandals flats,item:popularity=6,category×popularity,256,16320,-0.019996507093310356,0.019996507093310356
ctx:category=jackets & vests down jackets & parkas,item:feature=machine wash,category×feature,56,4672,0.01999647170305252,0.01999647170305252
ctx:category=team sports basketball,item:feature=brand new,category×feature,32,5312,0.01999644935131073,0.01999644935131073
ctx:color=color: brown,item:price=missing,color×price,1144,11088,-0.019996413961052895,0.019996413961052895
ctx:feature=dry clean only,item:material=polyester,feature×material,101,2920,-0.019996387884020805,0.019996387884020805
ctx:feature=mesh lining,item:feature=mesh lining,feature×feature,31,248,0.01999637484550476,0.01999637484550476
ctx:feature=plastic frame,item:feature=imported,feature×feature,88,4624,-0.019996367394924164,0.019996367394924164
ctx:feature=imported,item:material=100% nylon,feature×material,74,137456,0.01999634876847267,0.01999634876847267
ctx:material=silk,item:color=color: purple,material×color,30,9760,0.01999632827937603,0.01999632827937603
ctx:category=girls costumes,item:material=cotton,category×material,64,5120,0.01999632641673088,0.01999632641673088
ctx:feature=rubber sole,item:rating=1.0,feature×rating,102,80712,0.01999630033969879,0.01999630033969879
ctx:category=dresses work,item:popularity=9,category×popularity,88,5760,-0.0199962817132473,0.0199962817132473
"ctx:material=90% nylon, 10% spandex",item:material=nylon,material×material,59,472,0.01999625191092491,0.01999625191092491
ctx:category=base layers & compression shirts,item:rating=3.5,category×rating,32,2112,0.019996248185634613,0.019996248185634613
ctx:material=polyester,item:brand=generic,material×brand,160,227088,0.019996244460344315,0.019996244460344315
ctx:category=active active sweatshirts,item:color=color: black,category×color,24,2752,0.01999623328447342,0.01999623328447342
ctx:material=polyester,item:style=department: mens,material×style,55,227088,-0.01999622955918312,0.01999622955918312
ctx:material=silk,item:rating=2.5,material×rating,25,9760,0.019996151328086853,0.019996151328086853
ctx:category=shoes flats,item:brand=toms,category×brand,72,30464,0.019996119663119316,0.019996119663119316
ctx:material=pu leather,item:price=missing,material×price,75,952,-0.019996004179120064,0.019996004179120064
ctx:category=bracelets bangle,item:price=missing,category×price,544,7104,-0.019995996728539467,0.019995996728539467
ctx:category=athletic walking,item:feature=md sole,category×feature,32,17280,0.01999599300324917,0.01999599300324917
"ctx:feature=heel measures approximately 2 inches""","item:feature=heel measures approximately 2 inches""",feature×feature,89,712,0.01999596133828163,0.01999596133828163
ctx:color=color: grey,item:rating=1.0,color×rating,69,18392,0.019995955750346184,0.019995955750346184
ctx:category=underwear boxers,item:brand=calvin klein,category×brand,24,1664,-0.019995929673314095,0.019995929673314095
ctx:feature=lux accessories— a world leader in fashion accessories. our designs are like a lover at your side all the time. read our reviews! made with quality materials for a beautiful long l,item:feature=lux accessories— a world leader in fashion accessories. our designs are like a lover at your side all the time. read our reviews! made with quality materials for a beautiful long l,feature×feature,31,248,0.019995903596282005,0.019995903596282005
ctx:feature=imported,"item:material=solid colors: 100% cotton; heather grey: 90% cotton, 10% polyester; all other heathers: 50% cotton, 50% polyester",feature×material,738,137456,-0.019995886832475662,0.019995886832475662
ctx:category=shoes sandals,item:material=fabric,category×material,160,30272,0.019995875656604767,0.019995875656604767
ctx:feature=100% suede,item:feature=suede sole,feature×feature,64,5112,0.01999586820602417,0.01999586820602417
ctx:feature=made in the usa and imported,item:feature=made in the usa and imported,feature×feature,214,1712,0.019995857030153275,0.019995857030153275
"ctx:material=solid colors: 100% cotton; heather grey: 90% cotton, 10% polyester; all other heathers: 58% cotton, 42% polyester","item:material=solid colors: 100% cotton; heather grey: 90% cotton, 10% polyester; all other heathers: 58% cotton, 42% polyester",material×material,30,240,0.019995830953121185,0.019995830953121185
ctx:category=women jeans,item:brand=democracy,category×brand,32,15424,0.01999582350254059,0.01999582350254059
ctx:material=cotton,item:brand=etcyy,material×brand,20,261232,0.019995762035250664,0.019995762035250664
ctx:category=earrings stud,item:color=color: red,category×color,72,17600,0.019995734095573425,0.019995734095573425
"ctx:feature=heel measures approximately 4 inches""","item:feature=heel measures approximately 4 inches""",feature×feature,27,216,0.019995709881186485,0.019995709881186485
ctx:material=cotton,item:rating=3.5,material×rating,3355,261232,0.01999564841389656,0.01999564841389656
ctx:material=leather,item:brand=dr. martens,material×brand,160,223968,0.01999564841389656,0.01999564841389656
ctx:color=color: white,item:price=100_150,color×price,34,33336,0.01999562978744507,0.01999562978744507
ctx:material=leather,item:brand=avia,material×brand,30,223968,0.019995618611574173,0.019995618611574173
ctx:material=polyester,item:price=35_50,material×price,1003,227088,0.019995588809251785,0.019995588809251785
ctx:category=work & utility shoes,item:rating=4.5,category×rating,160,6592,0.01999558135867119,0.01999558135867119
ctx:category=novelty & more novelty,item:material=cotton,category×material,304,9984,-0.019995562732219696,0.019995562732219696
ctx:feature=100% cashmere,item:feature=100% cashmere,feature×feature,59,472,0.019995521754026413,0.019995521754026413
ctx:material=leather,item:material=leather-and-rubber sole,material×material,70,223968,0.019995488226413727,0.019995488226413727
