context_feature,item_feature,field_pair,seed_count,mean_weight,weight_stddev,minimum_weight,maximum_weight,positive_seed_fraction,same_nonzero_sign_all_seeds
ctx:feature=hook and loop closure,item:material=cotton,feature×material,5,-0.07112968415021896,0.04275901861098249,-0.11896127462387085,-0.01975782960653305,0.0,True
ctx:category=women jeans,item:material=spandex,category×material,5,0.07110192850232125,0.04205872206114004,0.019966494292020798,0.11132834106683731,1.0,True
ctx:material=polyester,item:brand=mizuno,material×brand,5,0.071096071600914,0.04198208887716056,0.01975148729979992,0.10884233564138412,1.0,True
ctx:material=leather,item:brand=softspots,material×brand,5,0.0710910938680172,0.04235834444988199,0.019886167719960213,0.11751221120357513,1.0,True
ctx:category=shorts casual,item:material=cotton,category×material,5,-0.07109000943601132,0.04315484577549956,-0.11848743259906769,-0.019824204966425896,0.0,True
ctx:material=leather,item:brand=journee collection,material×brand,5,0.0710888396948576,0.04399876944160208,0.018968652933835983,0.11611641943454742,1.0,True
ctx:material=nylon,item:feature=made in us,material×feature,5,0.07105765603482724,0.04482382631155127,0.01974639669060707,0.13435906171798706,1.0,True
ctx:category=pants casual,"item:material=98% cotton, 2% elastane",category×material,5,-0.07104919189587236,0.062276785794507045,-0.13228349387645721,0.004423476289957762,0.4,False
ctx:category=men pants,item:material=polyester,category×material,5,-0.07103024274110795,0.04406094779552803,-0.11991871148347855,-0.017757074907422066,0.0,True
ctx:category=team sports basketball,item:style=department: womens,category×style,5,0.07102324925363064,0.04294489779956307,0.019672933965921402,0.12093999981880188,1.0,True
ctx:material=cotton,item:feature=foam sole,material×feature,5,0.0709800012409687,0.042549614980463536,0.019835636019706726,0.11903643608093262,1.0,True
ctx:category=handbags & wallets shoulder bags,item:rating=3.0,category×rating,5,0.07097481191158295,0.04229315369128516,0.02000531181693077,0.11601604521274567,1.0,True
ctx:category=scarves & wraps wraps & pashminas,item:price=0_10,category×price,5,-0.07097042612731456,0.06835296742054792,-0.1323481798171997,0.012567543424665928,0.4,False
ctx:category=active leggings,item:material=nylon,category×material,5,-0.0709677186794579,0.054264991877327376,-0.12431825697422028,0.0019476371817290783,0.2,False
ctx:category=women shoes,item:material=polyester,category×material,5,0.07094827964901924,0.04700404942205766,0.019961081445217133,0.144730806350708,1.0,True
ctx:feature=made in the usa or imported,item:brand=tommy hilfiger,feature×brand,5,0.07092769742012024,0.04174768326810205,0.019899319857358932,0.10977224260568619,1.0,True
ctx:category=men pants,item:popularity=8,category×popularity,5,0.07091378048062325,0.04261166784944138,0.01994175836443901,0.1162843406200409,1.0,True
ctx:category=jewelry bracelets,item:popularity=7,category×popularity,5,0.0709062859416008,0.04202058203624559,0.019733615219593048,0.11059042811393738,1.0,True
ctx:category=earrings drop & dangle,item:color=[!]ever faith is a us registered trademark and ever faith jewelry is its only owner,category×color,5,0.07090352289378643,0.0419231805564186,0.01992174983024597,0.10950127989053726,1.0,True
ctx:category=girls costumes,item:rating=3.5,category×rating,5,0.07090120241045952,0.043020847585297894,0.019880078732967377,0.11970991641283035,1.0,True
ctx:category=fashion motorcycle,item:brand=harley-davidson,category×brand,5,-0.07089538052678108,0.04237780227176186,-0.10795213282108307,-0.019020970910787582,0.0,True
ctx:category=earrings stud,item:popularity=1,category×popularity,5,-0.07089398726820946,0.0422378077144203,-0.10935615003108978,-0.019414778798818588,0.0,True
ctx:feature=imported,"item:material=solid colors: 80% cotton, 20% polyester; heather grey: 78% cotton, 22% poly; dark heather: 50% cotton, 50% polyester",feature×material,5,0.0708829753100872,0.06981284401171721,-0.014510889537632465,0.135480597615242,0.6,False
ctx:category=shoes loafers & slip-ons,item:rating=2.0,category×rating,5,0.07086635641753673,0.04316033256937973,0.019595472142100334,0.12226300686597824,1.0,True
ctx:category=dresses formal,item:price=20_35,category×price,5,0.07086493782699108,0.04168840380059944,0.019966676831245422,0.10846051573753357,1.0,True
ctx:material=cotton,item:brand=minibee,material×brand,5,0.07084066122770309,0.04261166047253711,0.01999112032353878,0.11681225895881653,1.0,True
ctx:material=fabric,"item:feature=heel measures approximately 1""",material×feature,5,-0.07083730101585388,0.042024359436837536,-0.11566899716854095,-0.01993514597415924,0.0,True
ctx:category=women one-piece suits,item:popularity=3,category×popularity,5,-0.07083553671836854,0.04326407689873355,-0.12262915819883347,-0.019658051431179047,0.0,True
ctx:category=active active shirts & tees,item:popularity=7,category×popularity,5,0.07082350738346577,0.043446074058633016,0.019483042880892754,0.11757402867078781,1.0,True
ctx:category=shoes & jewelry men,item:popularity=2,category×popularity,5,-0.070813724771142,0.0471401616187954,-0.1276078224182129,-0.014527935534715652,0.0,True
ctx:material=cotton,item:material=65% cotton,material×material,5,0.07081315666437149,0.04261673634097423,0.019595917314291,0.11941929161548615,1.0,True
ctx:category=women accessories,item:rating=5.0,category×rating,5,-0.07080906927585602,0.04369513470652457,-0.12688949704170227,-0.01994643360376358,0.0,True
ctx:category=necklaces pendant necklaces,item:price=0_10,category×price,5,0.07080876752734185,0.045290098937675494,0.016030574217438698,0.11965301632881165,1.0,True
ctx:category=sleep & lounge sets,item:feature=machine wash,category×feature,5,-0.07080291546881198,0.042957035240113475,-0.12291276454925537,-0.019683241844177246,0.0,True
ctx:category=dresses casual,item:feature=elastic closure,category×feature,5,0.07079887576401234,0.04576371841317038,0.015303980559110641,0.11873817443847656,1.0,True
ctx:feature=made in usa or imported,item:style=department: womens,feature×style,5,-0.0707766942679882,0.04193271996455953,-0.11514784395694733,-0.019974149763584137,0.0,True
ctx:color=color: white,item:popularity=7,color×popularity,5,-0.07077669193968177,0.06071562941071799,-0.13869783282279968,0.002508543897420168,0.4,False
ctx:category=outdoor & work snow & cold weather,item:rating=5.0,category×rating,5,0.07077304814010858,0.06138817965929038,-0.0044130985625088215,0.1242242157459259,0.6,False
ctx:category=women dresses,item:feature=drawstring closure,category×feature,5,0.07077223882079124,0.042157118511635776,0.019820816814899445,0.11545824259519577,1.0,True
ctx:color=color: green,item:popularity=2,color×popularity,5,0.07076728660613299,0.06365369262048938,-0.0047547342255711555,0.14387139678001404,0.6,False
ctx:feature=machine wash,item:material=100% polyester,feature×material,5,-0.07076462134718894,0.04195252405133698,-0.11365707963705063,-0.019963674247264862,0.0,True
ctx:category=dresses casual,item:brand=nautica,category×brand,5,0.07074852967634797,0.05155727775094843,-0.002759906928986311,0.11609207838773727,0.8,False
ctx:category=women jeans,item:feature=zipper closure,category×feature,5,-0.07074657343327999,0.04415665415074027,-0.12068692594766617,-0.01750154234468937,0.0,True
ctx:category=dresses casual,item:material=spandex,category×material,5,0.0707297034561634,0.04299011710280617,0.019413970410823822,0.12250950187444687,1.0,True
ctx:category=swim rash guard shirts,item:material=100% polyester,category×material,5,-0.07071923986077308,0.04605664219347116,-0.12359432876110077,-0.016045350581407547,0.0,True
ctx:category=bracelets cuff,item:popularity=2,category×popularity,5,-0.0707094419747591,0.04601972006061304,-0.12664827704429626,-0.0164285060018301,0.0,True
ctx:color=the natural properties and composition of mined gemstones define the unique beauty of each piece. the image may show slight differences to the actual stone in color and texture,item:feature=gemstones may have been treated to improve their appearance or durability and may require special care,color×feature,5,0.07068058177828788,0.04175343450189032,0.019977910444140434,0.11437083035707474,1.0,True
ctx:category=necklaces chains,item:rating=3.5,category×rating,5,0.07067593075335026,0.044630173354871086,0.016269106417894363,0.11386562883853912,1.0,True
ctx:color=color: black,item:popularity=2,color×popularity,5,0.07065588422119617,0.06717020845220145,-0.008838322013616562,0.15445052087306976,0.6,False
ctx:feature=rubber sole,item:brand=reebok,feature×brand,5,-0.07065539844334126,0.047255082617366745,-0.119381383061409,-0.013184500858187675,0.0,True
ctx:feature=elastic,item:rating=5.0,feature×rating,5,0.0706481471657753,0.04265453984397759,0.018595153465867043,0.10911992937326431,1.0,True
ctx:category=sunglasses & eyewear accessories eyewear frames,item:popularity=3,category×popularity,5,0.07064568772912025,0.04196305349009787,0.0199112668633461,0.11676729470491409,1.0,True
ctx:category=shirts casual button-down shirts,item:feature=hand wash only,category×feature,5,0.07062761709094048,0.04246372982269086,0.018973305821418762,0.11382235586643219,1.0,True
ctx:category=bracelets bangle,item:color=color: grey,category×color,5,0.07062157317996025,0.045190921494354434,0.018425431102514267,0.1321505755186081,1.0,True
ctx:category=shoe care & accessories shoelaces,item:feature=is discontinued by manufacturer: no,category×feature,5,-0.07061372399330139,0.04253472646428499,-0.11556291580200195,-0.019106077030301094,0.0,True
ctx:material=leather,item:material=100% full grain leather,material×material,5,0.07061173431575299,0.04446693347366266,0.01729755848646164,0.11538301408290863,1.0,True
ctx:category=tees & blouses blouses & button-down shirts,item:rating=3.5,category×rating,5,-0.07060658819973469,0.07359167295826292,-0.13585297763347626,0.01987658068537712,0.4,False
ctx:material=leather,item:feature=imported,material×feature,5,-0.07059556841850281,0.041428187622028205,-0.10837157070636749,-0.01996355503797531,0.0,True
ctx:category=luggage & travel gear messenger bags,item:popularity=5,category×popularity,5,0.0705905850045383,0.052718095001726105,-0.0015089153312146664,0.12678225338459015,0.8,False
ctx:feature=rubber sole,item:popularity=1,feature×popularity,5,-0.07058418793603778,0.06511372143771806,-0.14336583018302917,0.006897359620779753,0.4,False
ctx:category=women jeans,item:brand=goodthreads,category×brand,5,-0.07057769559323787,0.04174778722988468,-0.11555154621601105,-0.020009737461805344,0.0,True
ctx:category=hats & caps baseball caps,item:feature=hook and loop closure,category×feature,5,-0.07057582587003708,0.04178236221570552,-0.11151345074176788,-0.020009532570838928,0.0,True
ctx:feature=textile and synthetic,item:feature=imported,feature×feature,5,0.07056398605927824,0.06306446029978886,-0.00563895283266902,0.13319315016269684,0.6,False
ctx:category=jackets & vests down jackets & parkas,item:material=nylon,category×material,5,-0.07056368626654148,0.06706586491353633,-0.13906285166740417,0.010904979892075062,0.4,False
ctx:material=polyester,item:feature=pull on closure,material×feature,5,-0.07056128140538931,0.07163271127871959,-0.1725975126028061,0.0005601430311799049,0.2,False
ctx:category=shoes & jewelry women,item:rating=2.0,category×rating,5,0.07055987752974033,0.04207492426072772,0.019434688612818718,0.11093313992023468,1.0,True
ctx:category=backpacks casual daypacks,item:rating=4.0,category×rating,5,0.0705541180446744,0.048401894473145635,0.011296861805021763,0.11385563015937805,1.0,True
ctx:material=leather sole,item:popularity=7,material×popularity,5,-0.07052920050919056,0.06326004630225772,-0.13585297763347626,0.006397558376193047,0.4,False
ctx:category=rompers & overalls jumpsuits,item:popularity=6,category×popularity,5,0.07052244730293751,0.04188842024858582,0.019520353525877,0.11276985704898834,1.0,True
ctx:category=work & utility shoes,item:feature=synthetic sole,category×feature,5,0.07051789499819279,0.04481497004736399,0.01692003756761551,0.12381324917078018,1.0,True
ctx:feature=100% synthetic,item:brand=aerosoles,feature×brand,5,0.07051326707005501,0.07390851112210002,-0.019761044532060623,0.14184457063674927,0.6,False
ctx:feature=made in usa or imported,item:rating=3.0,feature×rating,5,-0.07051320075988769,0.05151640019285225,-0.12112878262996674,-0.007713122293353081,0.0,True
ctx:category=shoes loafers & slip-ons,item:style=department: womens,category×style,5,0.07046242207288742,0.041577615604912695,0.019781626760959625,0.11021135747432709,1.0,True
ctx:category=shoes & jewelry women,item:rating=4.0,category×rating,5,-0.07045456767082214,0.04168397958212397,-0.10842771083116531,-0.019642334431409836,0.0,True
ctx:category=baby girls bodysuits,item:price=10_20,category×price,5,-0.07044845325872302,0.053654124767242004,-0.1238185316324234,-0.005064062308520079,0.0,True
ctx:category=athletic sport sandals & slides,item:rating=3.5,category×rating,5,0.07044611573219299,0.045588950519503374,0.01469404622912407,0.11016497761011124,1.0,True
ctx:category=shoes slippers,item:feature=rubber sole,category×feature,5,-0.07043739482760429,0.04298118901362532,-0.12439938634634018,-0.01966119185090065,0.0,True
ctx:category=accessories suspenders,item:rating=4.0,category×rating,5,0.07043148465454578,0.05247394888828068,0.007432782556861639,0.13135235011577606,1.0,True
ctx:material=polyester,item:brand=puma,material×brand,5,0.07042007446289063,0.043355815566406206,0.017994139343500137,0.11296826601028442,1.0,True
ctx:category=shoes & jewelry novelty & more,item:feature=pull on closure,category×feature,5,0.07041237503290176,0.04260008656235841,0.01928108185529709,0.1199612095952034,1.0,True
ctx:material=nylon,item:feature=hand wash only,material×feature,5,-0.07041046712547541,0.07803136347210636,-0.20392782986164093,0.00484794657677412,0.2,False
ctx:material=polyester,item:feature=snap closure,material×feature,5,-0.07039033127948642,0.05457770588445261,-0.1296178251504898,-0.0043802582658827305,0.0,True
ctx:category=keyrings keychains & charms,item:popularity=5,category×popularity,5,-0.07037209942936898,0.06507564143000084,-0.12609760463237762,0.009475108236074448,0.4,False
ctx:category=sleep & lounge sets,item:price=10_20,category×price,5,0.07036318592727184,0.042816092733004414,0.019831879064440727,0.12038914114236832,1.0,True
ctx:category=bracelets wrap,item:rating=4.0,category×rating,5,0.07036283165216446,0.04174708733987869,0.019238915294408798,0.10574536770582199,1.0,True
ctx:category=active active sweatshirts,item:popularity=6,category×popularity,5,-0.07035143375396728,0.04210398285948911,-0.11623889207839966,-0.019464757293462753,0.0,True
ctx:category=clutches & evening bags evening bags,item:rating=3.0,category×rating,5,0.07031682245433331,0.044402730360538864,0.018295446410775185,0.1285349726676941,1.0,True
ctx:feature=button closure,item:feature=line dry,feature×feature,5,0.07030109204351902,0.04534502437388082,0.01821891963481903,0.12828707695007324,1.0,True
ctx:material=leather,item:brand=lodis,material×brand,5,0.07030079327523708,0.04357914587813977,0.01765761896967888,0.11598797142505646,1.0,True
ctx:category=shirts t-shirts,"item:material=solid colors: 100% cotton; heather grey: 90% cotton, 10% polyester; all other heathers: 58% cotton, 42% polyester",category×material,5,-0.07029496729373932,0.07369817163654908,-0.1320156455039978,0.019962742924690247,0.4,False
ctx:category=card & id cases business card cases,item:material=leather,category×material,5,-0.07027120664715766,0.0425472880229957,-0.11223680526018143,-0.019020549952983856,0.0,True
ctx:category=women hoodies,item:rating=3.0,category×rating,5,0.07025408186018467,0.041822927768594045,0.01920098066329956,0.10922646522521973,1.0,True
ctx:category=boots mid-calf,item:brand=brinley co,category×brand,5,-0.07024925230070948,0.0626308744891626,-0.1322978436946869,0.006152535323053598,0.4,False
ctx:category=women shoes,item:brand=asics,category×brand,5,0.07022583596408367,0.0522169121555209,0.0065049417316913605,0.11711858958005905,1.0,True
ctx:material=polyester,item:brand=nicole miller,material×brand,5,0.07020572535693645,0.044992665440848505,0.01587904430925846,0.11669254302978516,1.0,True
ctx:material=polyester,"item:material=60% polyester, 40% cotton",material×material,5,0.07020310983061791,0.04121488593023174,0.019931871443986893,0.10923206061124802,1.0,True
ctx:material=polyester,item:material=35% polyester,material×material,5,0.07019872851669788,0.06076189498393039,-0.00418052589520812,0.12499982863664627,0.6,False
ctx:category=special occasion accessories fascinators,item:feature=mesh,category×feature,5,-0.07019763402640819,0.0433217221689078,-0.12040912359952927,-0.01919184997677803,0.0,True
ctx:feature=is discontinued by manufacturer: no,item:brand=charles albert,feature×brand,5,0.07019071690738202,0.04335503171692189,0.019781924784183502,0.12492135912179947,1.0,True
ctx:category=backpacks casual daypacks,item:material=fabric,category×material,5,-0.07018330674618482,0.053683652129334285,-0.1395740509033203,0.002157655544579029,0.2,False
ctx:category=tops & tees tanks & camis,item:popularity=4,category×popularity,5,-0.07015658188611269,0.048506914796533886,-0.11227700114250183,-0.010738316923379898,0.0,True
ctx:category=shoes clogs & mules,item:feature=100% synthetic,category×feature,5,-0.07015352696180344,0.04159817103476049,-0.10684298723936081,-0.01920264959335327,0.0,True
ctx:category=lingerie camisoles & tanks,item:feature=pull on closure,category×feature,5,-0.07015290558338165,0.04154350908882237,-0.1140400692820549,-0.019959576427936554,0.0,True
ctx:category=dresses formal,item:popularity=5,category×popularity,5,0.070139279961586,0.04271722701947435,0.02000616118311882,0.11935214698314667,1.0,True
ctx:category=clothing sets short sets,item:popularity=8,category×popularity,5,-0.0701360423117876,0.04329537195198625,-0.11190532892942429,-0.01742166467010975,0.0,True
ctx:category=shoes flats,item:feature=textile sole,category×feature,5,0.0701233558356762,0.041026160660323406,0.019956452772021294,0.10724786669015884,1.0,True
ctx:feature=rubber sole,item:brand=salomon,feature×brand,5,0.0701142068952322,0.07273260501636065,-0.018647054210305214,0.13804443180561066,0.6,False
ctx:feature=tie closure,item:material=100% polyester,feature×material,5,-0.07010667249560357,0.042153799368332245,-0.11414537578821182,-0.01973973959684372,0.0,True
ctx:material=leather,item:material=100% leather and mesh,material×material,5,0.07010582610964775,0.04093921818269117,0.019966017454862595,0.10427509993314743,1.0,True
ctx:category=sandals heeled sandals,item:feature=made in usa or imported,category×feature,5,0.07010001130402088,0.0424156250500972,0.018256358802318573,0.10735379159450531,1.0,True
ctx:category=active shirts & tees t-shirts,item:feature=zipper closure,category×feature,5,0.07009969400241971,0.06566238664308771,-0.0055705648846924305,0.14571647346019745,0.6,False
ctx:feature=made in usa or imported,item:price=20_35,feature×price,5,0.0700983040034771,0.04120403287686864,0.019648835062980652,0.10509335249662399,1.0,True
ctx:feature=imported,item:brand=new balance,feature×brand,5,0.07009711042046547,0.062114705695918315,-0.004265741910785437,0.13855871558189392,0.6,False
ctx:category=sunglasses & eyewear accessories sunglasses,item:brand=unknown,category×brand,5,0.07009027861058711,0.04126884741266205,0.01955297216773033,0.1059267669916153,1.0,True
ctx:category=fashion chelsea,item:popularity=6,category×popularity,5,-0.0700860358774662,0.04819688669281448,-0.1189630776643753,-0.011254171840846539,0.0,True
ctx:category=shirts polos,item:price=missing,category×price,5,-0.07007560767233371,0.04149682874716928,-0.11375430971384048,-0.01972329616546631,0.0,True
ctx:category=active pants sweatpants,item:feature=is discontinued by manufacturer: no,category×feature,5,0.07007557405158878,0.06240794606234467,-0.006109581328928471,0.12909838557243347,0.6,False
ctx:category=boys costumes,item:material=cotton,category×material,5,0.07006365954875945,0.042035459188506694,0.019970517605543137,0.12110267579555511,1.0,True
ctx:category=hiking & trekking hiking shoes,item:price=missing,category×price,5,-0.07003688737750054,0.04102463717071927,-0.1046551838517189,-0.01979007199406624,0.0,True
ctx:category=athletic running,item:brand=asics,category×brand,5,-0.07002757899463177,0.04164072961055046,-0.10865648090839386,-0.01910000666975975,0.0,True
ctx:category=women pants,item:popularity=6,category×popularity,5,-0.0700173668563366,0.04182995567180302,-0.11687995493412018,-0.019834641367197037,0.0,True
ctx:feature=textile,item:feature=imported,feature×feature,5,0.07001354545354843,0.043539382325075884,0.01937899738550186,0.11948725581169128,1.0,True
ctx:category=luggage suitcases,item:popularity=5,category×popularity,5,0.06998225450515747,0.044890791187105296,0.013586921617388725,0.11537918448448181,1.0,True
ctx:feature=100% mesh and synthetic,item:brand=adidas,feature×brand,5,0.06997015830129386,0.056916240458929825,-0.001674046739935875,0.11973797529935837,0.8,False
ctx:feature=zipper closure,item:brand=calvin klein,feature×brand,5,0.06995314471423626,0.04088139101936275,0.01995707117021084,0.10561629384756088,1.0,True
ctx:category=outdoor & work work & safety,item:material=100% leather,category×material,5,-0.06993509307503701,0.043382654467962786,-0.12053016573190689,-0.019696984440088272,0.0,True
ctx:feature=imported,item:brand=columbia,feature×brand,5,0.0699232891201973,0.041785822690866156,0.01990717649459839,0.1156315729022026,1.0,True
ctx:category=sport specific clothing running,item:material=polyester,category×material,5,0.06990648619830608,0.04839153896761904,0.012424488551914692,0.12697333097457886,1.0,True
ctx:category=rompers & overalls jumpsuits,item:rating=3.0,category×rating,5,-0.0699057525023818,0.046458308878718345,-0.12268049269914627,-0.013981613330543041,0.0,True
ctx:category=jackets & vests vests,item:color=color: black,category×color,5,0.06990330209955573,0.05878923413532052,-0.0020699109882116318,0.12402582168579102,0.6,False
ctx:feature=rubber sole,item:brand=sperry,feature×brand,5,0.06989921424537897,0.05323875609868736,-0.002371898852288723,0.13526786863803864,0.8,False
ctx:category=sandals platforms & wedges,item:price=20_35,category×price,5,0.06988728418946266,0.041359304972156924,0.020006589591503143,0.11554061621427536,1.0,True
ctx:feature=imported,"item:feature=heel measures approximately 1""",feature×feature,5,-0.06988425962626935,0.07272560981367285,-0.13951456546783447,0.018605481833219528,0.4,False
ctx:feature=100% synthetic and mesh,item:popularity=4,feature×popularity,5,0.06988217309117317,0.043776681417556876,0.01968042179942131,0.11852359026670456,1.0,True
ctx:category=women leggings,item:rating=4.0,category×rating,5,-0.06987529955804347,0.04233986161311695,-0.11866126954555511,-0.019588351249694824,0.0,True
ctx:feature=drawstring closure,item:color=color: black,feature×color,5,-0.06987045034766197,0.05551086954445433,-0.17083050310611725,-0.019492842257022858,0.0,True
ctx:material=fabric,item:brand=coach,material×brand,5,0.06986026614904403,0.04177931289023014,0.019034164026379585,0.11134419590234756,1.0,True
ctx:category=shirts dress shirts,item:material=polyester,category×material,5,0.06985922753810883,0.04562485480647172,0.01998339593410492,0.12616637349128723,1.0,True
ctx:feature=composite frame,item:feature=non-polarized,feature×feature,5,0.0698500245809555,0.053102504141710645,0.0058146882802248,0.12937313318252563,1.0,True
ctx:material=nylon,item:brand=kipling,material×brand,5,0.06984304822981358,0.04126312816188609,0.01986566372215748,0.11356408894062042,1.0,True
"ctx:material=98% polyester, 2% spandex","item:material=98% polyester, 2% spandex",material×material,5,0.06984181776642799,0.04079842633166324,0.01999995857477188,0.10647320747375488,1.0,True
ctx:feature=elastic closure,item:material=cotton,feature×material,5,-0.06983711309731007,0.05218826725910829,-0.15560784935951233,-0.01984136737883091,0.0,True
ctx:style=department: mens,item:color=color: black,style×color,5,-0.06983505226671696,0.0423193846774466,-0.11457031220197678,-0.019628748297691345,0.0,True
ctx:category=accessories belts,item:popularity=5,category×popularity,5,-0.06982960253953933,0.041043162217630075,-0.10967651009559631,-0.01975060999393463,0.0,True
ctx:feature=hand wash only,item:color=color: pink,feature×color,5,-0.06980232745409012,0.04361223858846905,-0.11706003546714783,-0.017964201048016548,0.0,True
ctx:category=athletic tennis & racquet sports,item:brand=asics,category×brand,5,-0.06979812160134316,0.04102128652080816,-0.11083006858825684,-0.019824065268039703,0.0,True
ctx:category=athletic running,item:color=color: black,category×color,5,-0.06977629587054253,0.04218084014929836,-0.11792786419391632,-0.019929032772779465,0.0,True
ctx:category=tops & tees tees,item:brand=disney,category×brand,5,-0.06976890303194523,0.04384586421654744,-0.12714111804962158,-0.018818840384483337,0.0,True
ctx:material=cotton,item:brand=fox,material×brand,5,0.06976680308580399,0.04270631475653338,0.01983454078435898,0.12238063663244247,1.0,True
ctx:category=jewelry rings,item:price=75_100,category×price,5,0.06976360604166984,0.0412100430838753,0.01954846829175949,0.11104410141706467,1.0,True
ctx:category=shoes pumps,item:feature=is discontinued by manufacturer: no,category×feature,5,0.06975544579327106,0.04624799790834127,0.015665609389543533,0.12637294828891754,1.0,True
ctx:feature=precise swiss-quartz movement,item:color=color: white,feature×color,5,0.06975199431180953,0.04235535794481778,0.018202312290668488,0.11274376511573792,1.0,True
ctx:material=100% polyester,item:feature=zipper closure,material×feature,5,0.06973883472383022,0.096264296158192,-0.009403006173670292,0.20552776753902435,0.4,False
ctx:material=leather,item:brand=ugg,material×brand,5,0.06973315421491862,0.05408203089158365,0.005525840446352959,0.13695868849754333,1.0,True
ctx:feature=button closure,item:material=100% polyester,feature×material,5,-0.06973126232624054,0.04665519131693686,-0.13049644231796265,-0.02001151442527771,0.0,True
ctx:category=tees & blouses tunics,item:color=color: pink,category×color,5,0.06971990652382373,0.041235922715883326,0.019941378384828568,0.11562266945838928,1.0,True
ctx:category=shirts tanks tops,item:feature=pull on closure,category×feature,5,-0.0696942638605833,0.04265107025336301,-0.12091982364654541,-0.01876412145793438,0.0,True
ctx:category=men jeans,item:rating=4.0,category×rating,5,-0.06967058554291725,0.04140449284569321,-0.10964086651802063,-0.01933058351278305,0.0,True
ctx:category=shoes sandals,item:material=cotton,category×material,5,0.06966577135026455,0.044521526713527264,0.019632304087281227,0.13531829416751862,1.0,True
ctx:category=hiking & trekking hiking shoes,item:rating=5.0,category×rating,5,0.06966423466801644,0.0415980484353279,0.01980297453701496,0.11718912422657013,1.0,True
ctx:category=shoes slippers,item:popularity=12,category×popularity,5,0.06965571865439416,0.04159725956387856,0.01994890719652176,0.11774127185344696,1.0,True
ctx:category=athletic water shoes,item:popularity=8,category×popularity,5,-0.06963385492563248,0.04069267257020766,-0.10700777918100357,-0.019874945282936096,0.0,True
ctx:category=bras everyday bras,item:feature=machine wash,category×feature,5,0.0696336068212986,0.044280734544747825,0.0189238041639328,0.12874853610992432,1.0,True
ctx:feature=denim,item:feature=is discontinued by manufacturer: no,feature×feature,5,0.06962466798722744,0.04303930370499006,0.01965450495481491,0.127180814743042,1.0,True
ctx:category=shoes & jewelry westlake,"item:material=60% cotton, 40% polyester",category×material,5,0.0696182731539011,0.04529856668558477,0.016055215150117874,0.12716825306415558,1.0,True
ctx:category=luggage & travel gear travel duffels,item:popularity=3,category×popularity,5,-0.06960922926664352,0.04296361578099748,-0.12565119564533234,-0.01917826011776924,0.0,True
ctx:feature=rubber sole,item:popularity=11,feature×popularity,5,0.0696079008281231,0.04106460034861412,0.01991317793726921,0.1130247563123703,1.0,True
ctx:category=jackets & vests wool & pea coats,item:material=polyester,category×material,5,0.06960353702306747,0.044528881459890535,0.01593950390815735,0.11355535686016083,1.0,True
ctx:category=special occasion accessories fascinators,item:price=missing,category×price,5,-0.06959168277680874,0.04101283711952582,-0.10759006440639496,-0.01954951137304306,0.0,True
ctx:material=nylon,"item:material=82% nylon, 18% elastane",material×material,5,0.06958456635475159,0.04394908825545943,0.017573289573192596,0.11817790567874908,1.0,True
ctx:category=women skirts,item:feature=imported,category×feature,5,0.06957539096474648,0.047204751275953326,0.019168317317962646,0.1446792483329773,1.0,True
ctx:feature=shirts closure,item:feature=shirts closure,feature×feature,5,0.06956503316760063,0.04048032290490712,0.019993595778942108,0.1038544774055481,1.0,True
ctx:category=base layers & compression compression pants & tights,item:material=polyester,category×material,5,-0.06956391260027886,0.0413218102825571,-0.11394515633583069,-0.019704695791006088,0.0,True
ctx:category=umbrellas stick umbrellas,item:rating=4.0,category×rating,5,0.06955481544137002,0.045111543034908205,0.016083035618066788,0.12609300017356873,1.0,True
ctx:category=boots ankle & bootie,item:popularity=8,category×popularity,5,0.06955029293894768,0.042874285464978734,0.01908254250884056,0.12425751984119415,1.0,True
ctx:category=bracelets cuff,item:feature=age range (description): adult,category×feature,5,-0.06954064518213272,0.0413750816435371,-0.11019065231084824,-0.0196925587952137,0.0,True
ctx:category=rain & anoraks trench coats,item:feature=imported,category×feature,5,-0.069539013504982,0.04128762085622252,-0.10966373980045319,-0.019644657149910927,0.0,True
ctx:category=earrings drop & dangle,item:price=50_75,category×price,5,0.0695321723818779,0.040969228340785084,0.01996826007962227,0.1110541969537735,1.0,True
ctx:category=athletic walking,item:material=100% leather,category×material,5,0.06953060682862996,0.06664288838575816,-0.012015013955533504,0.12697850167751312,0.6,False
ctx:category=sweaters pullovers,item:rating=3.5,category×rating,5,-0.06953004263341427,0.050529452995683545,-0.11676248162984848,-0.007415571250021458,0.0,True
ctx:feature=100% synthetic,item:brand=baretraps,feature×brand,5,0.06952420882880687,0.04085539139717745,0.019724540412425995,0.1070680245757103,1.0,True
ctx:category=active active pants,item:popularity=8,category×popularity,5,0.06952259764075279,0.04538280226449052,0.014577802270650864,0.11632813513278961,1.0,True
ctx:category=women leggings,item:rating=3.0,category×rating,5,0.06951567605137825,0.040827510307564874,0.019977793097496033,0.11251817643642426,1.0,True
ctx:category=jackets & vests fur & faux fur,item:rating=4.0,category×rating,5,-0.0695139642804861,0.04066802567867303,-0.10550087690353394,-0.019819170236587524,0.0,True
ctx:category=earrings drop & dangle,item:color=color: black,category×color,5,0.06950877457857133,0.07121429339722458,-0.016009345650672913,0.1516798883676529,0.6,False
